sentence,label,idx
a strangely compelling and brilliantly acted psychological drama .,1,60
a subject like this should inspire reaction in its audience ; the pianist does not .,1,541
"so much facile technique , such cute ideas , so little movie .",0,751
the film will play equally well on both the standard and giant screens .,0,572
"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head .",0,860
"it does n't believe in itself , it has no sense of humor ... it 's just plain bored .",1,134
the minor figures surrounding ( bobby ) ... form a gritty urban mosaic .,1,335
the movie 's accumulated force still feels like an ugly knot tightening in your stomach .,1,32
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",1,739
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat .",0,755
"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience .",0,657
"miller is playing so free with emotions , and the fact that children are hostages to fortune , that he makes the audience hostage to his swaggering affectation of seriousness .",1,167
this movie is maddening .,1,700
the movie 's relatively simple plot and uncomplicated morality play well with the affable cast .,0,337
"further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya 's axis of evil .",0,253
"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ?",1,686
a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .,1,379
a sequence of ridiculous shoot - 'em - up scenes .,0,797
montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,0,400
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years .",0,332
"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time .",0,160
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .",0,843
"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises .",0,497
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface .",0,694
"( e ) ventually , every idea in this film is flushed down the latrine of heroism .",0,7
how do you spell cliché ?,1,676
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .",1,693
"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate .",0,735
"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult .",1,59
the chateau cleverly probes the cross-cultural differences between gauls and yanks .,0,179
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",1,51
"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff .",0,441
"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting .",1,119
"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut .",1,13
it provides an honest look at a community striving to anchor itself in new grounds .,1,166
"for starters , the story is just too slim .",0,412
"( chaiken 's ) talent lies in an evocative , accurate observation of a distinctive milieu and in the lively , convincing dialogue she creates for her characters .",0,151
"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity .",1,159
but it could have been worse .,1,688
rare birds has more than enough charm to make it memorable .,0,471
"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end .",1,23
"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years .",1,621
"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins .",1,446
there are plot holes big enough for shamu the killer whale to swim through .,1,293
jones ... does offer a brutal form of charisma .,1,330
american chai encourages rueful laughter at stereotypes only an indian-american would recognize .,1,861
binoche makes it interesting trying to find out .,1,368
why make a documentary about these marginal historical figures ?,0,257
when leguizamo finally plugged an irritating character late in the movie .,0,551
"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness .",1,51
"a fast , funny , highly enjoyable movie .",0,384
"despite its title , punch-drunk love is never heavy-handed .",1,616
"professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller .",1,13
it 's great escapist fun that recreates a place and time that will never happen again .,1,180
"one of those pictures whose promising , if rather precious , premise is undercut by amateurish execution .",0,783
"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment .",1,546
"an entertaining , colorful , action-filled crime story with an intimate heart .",1,357
a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line .,1,383
what better message than ` love thyself ' could young women of any size receive ?,1,317
confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it .,0,11
"smart , provocative and blisteringly funny .",1,436
a quiet treasure -- a film to be savored .,0,664
"due to some script weaknesses and the casting of the director 's brother , the film trails off into inconsequentiality .",1,559
an exquisitely crafted and acted tale .,1,546
it 's not the ultimate depression-era gangster movie .,0,817
"it 's about following your dreams , no matter what your parents think .",1,386
i just loved every minute of this film .,0,25
a sequence of ridiculous shoot - 'em - up scenes .,1,618
"chilling , well-acted , and finely directed : david jacobson 's dahmer .",0,492
"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances .",1,73
candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,0,278
they should have called it gutterball .,0,397
dense with characters and contains some thrilling moments .,1,474
"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters .",1,18
"an absurdist comedy about alienation , separation and loss .",1,70
"`` mostly martha '' is a bright , light modern day family parable that wears its heart on its sleeve for all to see .",0,351
hilariously inept and ridiculous .,0,234
montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,0,803
it appears that something has been lost in the translation to the screen .,1,216
atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues,0,635
"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves .",1,2
"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . '",1,76
sacrifices the value of its wealth of archival foot-age with its less-than-objective stance .,0,402
"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .",1,861
"highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up .",1,410
"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year .",1,257
a superbly acted and funny/gritty fable of the humanizing of one woman at the hands of the unseen forces of fate .,0,16
it 's made with deftly unsettling genre flair .,1,488
it 's fascinating to see how bettany and mcdowell play off each other .,0,439
"an artful , intelligent film that stays within the confines of a well-established genre .",0,378
"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic .",0,866
"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie .",1,23
"it haunts , horrifies , startles and fascinates ; it is impossible to look away .",0,199
"visually imaginative , thematically instructive and thoroughly delightful , it takes us on a roller-coaster ride from innocence to experience without even a hint of that typical kiddie-flick sentimentality .",1,746
for the most part stevens glides through on some solid performances and witty dialogue .,1,596
enormously entertaining for moviegoers of any age .,0,637
"an exhilarating futuristic thriller-noir , minority report twists the best of technology around a gripping story , delivering a riveting , pulse intensifying escapist adventure of the first order",0,606
more whiny downer than corruscating commentary .,1,758
has a lot of the virtues of eastwood at his best .,0,563
"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .",0,289
"it 's dumb , but more importantly , it 's just not scary .",1,438
one of the more intelligent children 's movies to hit theaters this year .,1,713
"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama .",1,330
"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length .",1,200
we have n't seen such hilarity since say it is n't so !,1,316
the problem with this film is that it lacks focus .,1,511
late marriage 's stiffness is unlikely to demonstrate the emotional clout to sweep u.s. viewers off their feet .,0,40
involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters .,0,569
"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .",0,649
"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution .",1,864
it 's a grab bag of genres that do n't add up to a whole lot of sense .,0,189
"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head .",1,569
"thekids will probably stay amused at the kaleidoscope of big , colorful characters .",0,574
"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal",0,840
it 's refreshing to see a girl-power movie that does n't feel it has to prove anything .,1,802
"... routine , harmless diversion and little else .",1,290
"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear .",0,497
"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .",1,236
"although german cooking does not come readily to mind when considering the world 's best cuisine , mostly martha could make deutchland a popular destination for hungry tourists .",1,509
puts a human face on a land most westerners are unfamiliar with .,1,20
"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it .",1,9
every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable .,0,542
jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters,0,199
it 's a stunning lyrical work of considerable force and truth .,1,63
"if you 're hard up for raunchy college humor , this is your ticket right here .",1,406
"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better .",0,602
the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned .,0,500
"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand .",1,420
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",0,759
"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film .",1,247
it 's everything you do n't go to the movies for .,0,633
"a difficult , absorbing film that manages to convey more substance despite its repetitions and inconsistencies than do most films than are far more pointed and clear .",1,42
too much of it feels unfocused and underdeveloped .,1,16
scooby dooby doo / and shaggy too / you both look and sound great .,1,762
"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume .",0,283
it 's everything you do n't go to the movies for .,1,849
"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity .",1,93
a film about a young man finding god that is accessible and touching to the marrow .,0,42
sade is an engaging look at the controversial eponymous and fiercely atheistic hero .,0,168
slick piece of cross-promotion .,1,21
"it 's another video movie photographed like a film , with the bad lighting that 's often written off as indie film naturalism .",1,282
"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself .",1,501
brilliantly explores the conflict between following one 's heart and following the demands of tradition .,0,159
"offers very little genuine romance and even fewer laughs ... a sad sitcom of a movie , largely devoid of charm .",1,199
fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away .,0,665
"a study in shades of gray , offering itself up in subtle plot maneuvers ...",1,95
directed in a paint-by-numbers manner .,0,653
michael gerbosi 's script is economically packed with telling scenes .,0,465
i 'd have to say the star and director are the big problems here .,0,166
jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters,0,429
"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat .",1,342
"an entertaining , colorful , action-filled crime story with an intimate heart .",0,861
"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .",1,743
"... a fun little timewaster , helped especially by the cool presence of jean reno .",1,228
there are plot holes big enough for shamu the killer whale to swim through .,1,222
but it could have been worse .,1,178
