answer,question
"[""35""]",what shakespeare play is sons of anarchy based on
"[""2017""]",who is chief justice of the supreme court
"[""1974""]",how many episodes in sense 8 season 1
"[""Bond Gideon (1980)""]",who plays the fairy godmother in the descendants
"[""Stephen Collins Foster""]",who plays jimmy linda's brother on blue bloods
"[""Australia""]",a composer famous for his fugues especially the collection the well-tempered clavier
"[""2024""]",when is meteor garden 2018 ep 7 coming out
"[""Season 4, Episode 8""]",what type of stone did the romans use
"[""Vera""]",how many episodes of flash season 4 will there be
"[""Jimmy Yeary"",""Jessi Alexander"",""Connie Harrington""]",who won the olympics men's figure skating
"[""alternating current/direct current""]",how much money did france spend on the american revolution
"[""December 15, 2017""]",who has the highest free throw percentage in the nba
"[""A concerto""]",what side of the road do they drive on in gibraltar
"["", r""]",what war was the movie patriot based on
"[""NFC/NFL""]",what year did the dallas cowboys win their last super bowl
"[""Esther Williams"",""Ricardo Montalban""]",who is the actor that plays jamie on blue bloods
"[""the mouthpiece""]",where was the movie conan the destroyer filmed
"[""about 4.54 billion years ago""]",where are most of your taste buds located on your tounge
"[""July 16, 2017""]",when is the next new episode of agents of shield
"[""other endeavours""]",which indian state is the first to get the morning rays of the sun
"[""produces a lubricating mucus""]",where did australia come in the world cup
"[""eastward, in prograde motion""]",where does chronicles of a death foretold take place
"[""Minnesota""]",when did india participate in olympics for first time
"[""Betty Grable"",""Lauren Bacall"",""Alex D'Arcy"",""Marilyn Monroe"",""Fred Clark"",""Cameron Mitchell"",""Rory Calhoun"",""David Wayne"",""William Powell""]",when did the first power rangers movie come out
"[""\""Journey's End\""""]",who is luke air force base named after
"[""PewDiePie""]",who did astros play in 2017 world series
"[""PewDiePie""]",when did the first civilizations in the world arise
"[""115 years, 301 days""]",who played marilla on anne of green gables
"[""Amalie Arena in Tampa""]",in 2014 the losing democratic nominee for governor of texas was
"[""Spectre""]",how many episodes are in series 7 game of thrones
"[""Kevin Phillips""]",whos the girl in the basement in don't breathe
"[""Emma Thompson""]",where was palm trees in the snow filmed
"[""Shirley Mae Jones""]",who was andy's girlfriend on the andy griffith show
"[""February 14, 2016""]",when was a whiter shade of pale recorded
"[""September 22, 1987""]",how old is huck finn in the adventures of huckleberry finn
"[""1984–85 season""]",where did the name bowling for soup come from
"[""Bill Russell""]",how many episodes of black sails season 4
"[""six""]",where will the 2020 olympic games be held
"[""Bernard of Chartres""]",when did the san fernando valley try to secede from los angeles
"[""the tifosi""]",all of the new testament except revelation was recognized at the council of
"[""Spectre""]",who did the shot heard round the world
"[""Enoch Sontonga"",""C. J. Langenhoven""]",what is the average height of the us male
"[""\""Journey's End\""""]",what were the two opposing sides in china's civil war
"[""$128,400""]",what episode do eddie and patricia get back together
"[""eastward, in prograde motion""]",what is linked to mediterranean by suez canal
"[""Below the knee""]",when did england last get to last 8
"[""2018""]",when was the word internet of things coined
"[""May 1999""]",who played mr tuttle on saved by the bell
"[""July 16, 2017""]",how many pages are in the short second life of bree tanner
"[""5,000 to 1""]",how many episodes are in miraculous ladybug season 2
"[""cut the South in two""]",who married nellie on little house on the prairie
"[""Jimmie Johnson""]",who are the las vegas 51s affiliated with
"[""Javier Colon""]",when did south carolina and north carolina split
"[""$128,400""]",who helped bring about the breakup of the standard oil monopoly
"[""May 1999""]",what is all purpose flour called in uk
"[""Highlands North, Johannesburg""]",who founded the all india harijan sevak sangh'
"[""2005""]",who plays the grandmother in switched at birth
"[""American singer Kehlani""]",who did jason bateman play in the little house on the prairie
"[""September 26, 2017""]",who played virgil in the heat of the night
"[""Jess Walton""]",when does beaty and the beast take place
"[""enzymes""]",when is the australian of the year announced
"[""redox reactions""]",when did the indian constitution come into being
"[""St. Louis Cardinals"",""San Francisco Giants""]",who is known as father of karnataka music
"[""Shirley Mae Jones""]",what are the benefits of dance in our everyday living
"[""2005""]",what does svr stand for in medical terms
"[""Australia""]",who played anthony on dr quinn medicine woman
"[""Spanish""]",who fought the confederates in the american civil war
"[""the tifosi""]",person who has to be center of attention
"[""Dr. Lexie Grey""]",who sings do you come from the land down under
"[""Jimmie Johnson""]",who has the record for most goals in a season
"[""horses""]",who wrote the song demons by imagine dragons
"[""Spanish""]",the browser program that comes with windows 10
"[""rose window""]",where does the show the goldbergs take place
"[""10""]",who wrote the book indian war of independence 1957
"[""Jamey Johnson""]",when did the earliest organisms appear on earth
"[""December 15, 2017""]",nearest metro station to udyog vihar phase iv gurgaon
"[""2005""]",what is the name of the large city in southeastern nevada
"[""Robin Sharma""]",how many one piece manga volumes are there
"[""Dash""]",where was kievan rus and why is it named that
"[""Venice""]",linga stones are abstract symbols associated with the god
"[""AD 80""]",who are the superheroes in justice league movie
"[""William Strickland""]",who helped to draft the articles of confederation during the revolutionary war
"[""Bill Russell""]",who played velma in scooby doo the mystery begins
"[""July 16, 2017""]",when is mother day celebrated in the united states
"[""impermanence"",""unsatisfactoriness or suffering"",""non-self""]",who wins the shiva bowl in season 6
"[""countries that ratified the convention""]",who sings the theme song for casino royale
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who did elton john wrote candle in the wind for
"[""NFC/NFL""]",who is the actress playing mac on young and the restless
"[""13""]",which of egypts kingdoms was the most powerful
"[""2000""]",when was fear and loathing in las vegas made
"[""Sam Manekshaw""]",what is the term for a leavened arabic flat bread
"[""12""]",which country gifted the statue of liberty to the united states of america
"[""Spanish""]",what was the date of the santa fe shooting
"[""NFC/NFL""]",where was the steam engine invented industrial revolution
"[""Eddie Cantor's radio show""]",who has won the most trebles in scottish football
"[""Minnesota""]",who won series 12 of america's got talent
"[""2005""]",where was the steam engine invented industrial revolution
"[""William Strickland""]",where is a right to a trial by jury found
"[""Nathan Mack""]",who played michael jordan in the michael jordan movie
"[""Nathan Mack""]",when was the first king size bed made
"[""Molt Taylor""]",when did trinidad and tobago become an independent nation
"[""12""]",how many episodes of black sails season 4
"[""China""]",when did leicester city win the premier league
"[""April 9, 2018""]",what is the highest denomination of the us dollar
"[""AD 80""]",when is a new episode of this is us coming out
"[""Weapon XI""]",when was puerto rico added to the usa
"[""March 2008""]",when was the dragster at cedar point built
"[""1980""]",who won the last 4 majors in golf
"[""Dash""]",when was the last time a battleship was used
"[""August 21, 2017""]",who plays margaery tyrell on game of thrones
"[""Below the knee""]",who coined the phrase what happens in vegas
"[""12""]",when did england last reach a semi final world cup
"[""12""]",when did gen 2 come out pokemon go
"[""Miguel Cabrera""]",what are the four major bowls in college football
"[""Lumi Cavazos""]",when did last of the mohicans take place
"[""Spanish""]",the tank was introduced by to the battlefields of world war i by
"[""Betsy Sodaro""]",where is the first buc ee's located
"[""Men in Black""]",what instrument is used for the harry potter theme song
"[""1998""]",where does the tradition of wedding rings come from
"[""eastward, in prograde motion""]",how much did fifty shades of grey make at the box office
"[""Joseph Smith""]",who was in series 1 of safe house
"[""Venice""]",when was the half pipe brought to the olympics
"[""Joseph Smith""]",who is the actor that plays the flash
"[""1980""]",who won the golden ball of fifa 2018
"[""Suleiman I""]",where does one look to find the powers of a corporation
"[""Gulf of Mexico""]",who sings on right turn by alice in chains
"[""2018""]",when did the clangers first appear on tv
"[""1967""]",when did the first star wats movie come out
"[""impermanence"",""unsatisfactoriness or suffering"",""non-self""]",where is the cosmopolitan located on the strip
"[""Jimmy Yeary"",""Jessi Alexander"",""Connie Harrington""]",what level is purple belt in jiu jitsu
"[""31""]",who wrote it is well with my soul hymn
"[""Thurl Ravenscroft""]",when does down a dark hall come out
"[""1 1/2\""""]",present chief justice of the supreme court of india
"[""$128,400""]",who played the hunchback in the hunchback of notre dame
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",what should be the heart rate of a normal person
"[""Greek""]",what language do they soeak in hong kong
"[""Betsy Sodaro""]",who was nominated first woman for rajya sabha
"[""12""]",in 1911 congress decided to fix the size of the house at
"[""\""Journey's End\""""]",when did dirty jobs go off the air
"[""2000""]",who is the ceo of lord and taylor
"[""Democrats""]",who developed a useful staining method to identify bacteria
"[""A concerto""]",what was the tiger's name in jungle book
"[""Samuel Beckett""]",who wrote the song i drive your truck
"[""2005""]",who plays oliver in how to get away
"[""Lumi Cavazos""]",where was things i know to be true set
"[""1962""]",when does season 2 of the dragon prince come on netflix
"[""Stephen Collins Foster""]",who has the most formula 1 world championships
"[""Jack Vidgen""]",who sings let it rain down on me
"[""2018""]",worlds tallest flying bird mate with a single partner
"[""pyramidion""]",who is the female driver on grand tour
"[""Betty Grable"",""Lauren Bacall"",""Alex D'Arcy"",""Marilyn Monroe"",""Fred Clark"",""Cameron Mitchell"",""Rory Calhoun"",""David Wayne"",""William Powell""]",how many seasons of northern exposure are there
"[""1984""]",who's team is brynn on the voice
"[""Vera""]",what type of motor used in vacuum cleaner
"[""32""]",what does the na mean after a bank name
"[""Amalie Arena in Tampa""]",who played duncan in monarch of the glen
"[""2018""]",when did the british government allot separate electorates to scheduled caste
"[""Venice""]",the atlantoaxial joint is an example of what type of joint
"[""Thurl Ravenscroft""]",drugs that are similar to the male hormone testosterone are called
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",how many medals did pakistan win in olympics 2016
"[""115 years, 301 days""]",who reports to the presidents chief of staff
"[""Tallulah Belle Willis"",""Jodhi May"",""Scout LaRue Willis""]",list of top accounting firms in the philippines
"[""12""]",where does most of us electricity come from
"[""cut the South in two""]",real name of ginny weasley in harry potter
"[""1 1/2\""""]",orange is the new black cast transgender actress
"[""71%""]",when is a new episode of the flash coming out
"[""United Kingdom"",""England"",""London""]",who was president when we pulled out of vietnam
"[""Atlanta–Fulton County Stadium""]",who wrote the song you don't bring me flowers anymore
"[""1980""]",who played mark twain on star trek next generation
"[""Big & Rich""]",when did the first cake mix come out
"[""later in pregnancy""]",who plays mary poppins in the new film
"[""Betsy Sodaro""]",who did jackie end up with in that 70s show
"[""Jamey Johnson""]",when was the last time toronto was in the grey cup
"[""September 28, 2017""]",when is the last time the celtics won a championship
"[""July 16, 2017""]",when did indiana became a right to work state
"[""in 2018""]",what language is spoken in halifax nova scotia
"[""1984""]",what type of action does the winchester model 1200 shotgun have
"[""71%""]",who won the last open at st andrews
"[""115 years, 301 days""]",when did the united states declare war on great britain
"[""Arunachal Pradesh""]",who does woody harrelson play in hunger games
"[""Betsy Sodaro""]",when did the tv show arthur come out
"[""Jess Walton""]",who wrote the song someone to remember me
"[""Esther Williams"",""Ricardo Montalban""]",how many blocks did it take to build the great pyramid of khufu
"[""2018""]",who sang don't go chasing waterfalls first
"[""12""]",who played lord humungus in mad max 2
"[""1 1/2\""""]",what are the names of the inhabited hawaiian islands
"[""Sykes""]",who does elena end up with damon or stefan
"[""September 28, 2017""]",when was the tragical history of doctor faustus written
"[""Bill Medley"",""Jennifer Warnes""]",who dies at the end of remember the titans
"[""NBC""]",when was the 1913 natives land act repealed
"[""1 1/2\""""]",who wrote the book of obadiah in the bible
"[""the maturation phase""]",when is my little pony movie coming out
"[""Belgium""]",who plays flick in a bug's life
"[""February 14, 2016""]",where is venus located in the solar system
"[""Sam Manekshaw""]",during which two months (equinoxes) do all locations on earth experience 12 hours of daylight
"[""Mars Bonfire""]",when did america first land on the moon
"[""8 July 2000""]",where are the badlands located in south dakota
"[""2017""]",when was the city of new york founded
"[""September 12, 2006""]",who plays the hairdresser in she's the man
"[""68""]",who is the girl on lets make a deal
"[""John Masefield""]",in 1846 the oregon territory was acquired in a compromise with
"[""1988""]",when does el senor de los cielos 6 start
"[""cut the South in two""]",who argued that we are born with intellectual blank slates
"[""1981""]",who is the actor who played opie on sons of anarchy
"[""eastward, in prograde motion""]",what is the highest grossing box office film of all time
"[""8 July 2000""]",who was the first person to be awarded the bharat ratna
"[""Greek""]",who played michael myers in the rob zombie halloween movie
"[""Joseph Smith""]",explorer who found a sea route to india around africa
"[""Dr. Lexie Grey""]",who did sherlock shoot at the end of season 3
"[""10""]",when was season 1 of queer eye filmed
"[""April 9, 2018""]",who sings the hell song in the south park movie
"[""Jonathan Richman""]",who scored the most goals in a premier league season
"[""12""]",how many puppies can a newfoundland dog have
"[""Jonathan Richman""]",who did the new england patriots play this year
"[""Robin Sharma""]",when was the song smoke gets in your eyes written
"[""February 14, 2016""]",when did brian wilde leave last of the summer wine
"[""1981""]",who won the most superbowls in the nfl
"[""September 28, 2017""]",who is the oldest cricket player still playing
"[""Arunachal Pradesh""]",who plays howard's mom's voice on big bang
"[""Team Leader (TL)""]",when did dirty jobs go off the air
"[""Spanish""]",who has the most wins on monday night football
"[""Post Alley""]",what is the island that moana lives on called
"[""Tallulah Belle Willis"",""Jodhi May"",""Scout LaRue Willis""]",who played virgil in the heat of the night
"[""1981""]",what is the hair on a horse called
"[""Greek""]",when did the first guardians of the galaxy comic come out
"[""2017""]",when did the stop the boats campaign start
"[""2018""]",who does ian nelson play in the hunger games
"[""Venice""]",who won the last series of t20 medal in 2017
"[""Over 2,500""]",when was the constitution ratified by all states
"[""Tallulah Belle Willis"",""Jodhi May"",""Scout LaRue Willis""]",the number of membranes surrounding a mitochondrion is
"[""Post Alley""]",who does sansa stark marry in the book
"[""12""]",what was the neutral stimulus in little albert
"[""2015""]",when did fireworks on 4th of july start
"[""Lieder""]",is a bannana a fruit or a herb
"[""Jimmy Yeary"",""Jessi Alexander"",""Connie Harrington""]",when is the new mary poppins movie released
"[""A mood swing""]",who plays emily fields in pretty little liars
"[""President of the Legislative Council""]",when is the second part of the new it coming out
"[""Jimmie Johnson""]",which state in india has more crime rate
"[""32""]",who is running for mayor of st louis
"[""Kevin Phillips""]",when was the last time england got to the semi final of the world cup
"["", r""]",where is the subsolar point on december 21
"[""Samuel Beckett""]",who starred in the movie the great outdoors
"[""5,000 to 1""]",what film did charlize theron win an oscar for
"[""Emma Thompson""]",what episode of glee do they switch characters
"[""impermanence"",""unsatisfactoriness or suffering"",""non-self""]",most points in a nfl game by one team
"[""NFC/NFL""]",who invaded kuwait for allegedly drilling iraq oil
"[""2017""]",who wrote never had a dream come true
"[""fertilization""]",who won season three of the rap game
"[""China""]",ps i love you who wrote the letters
"[""2012""]",what are the different generations of ipad mini
"[""1 1/2\""""]",when did the first wizard of oz come out
"[""5 June""]",what is the scientific name for photographic memory
"[""Bill Medley"",""Jennifer Warnes""]",who plays frank castle in the punisher tv series
"[""Jason Michael Lee""]",how old is huck finn in the adventures of huckleberry finn
"[""Spectre""]",who sang the mcdonald's jingle im lovin it
"[""Priya Vasudev Mani Iyer""]",who came up with day light savings time
"[""1998""]",what part of florida is florida international university
"[""in 2018""]",who plays the cia director on madam secretary
"[""June 16, 2017""]",what early national dispute was settled on the basis of the necessary and proper clause
"[""Gallery""]",what house rhythm section created the memphis soul sound for stax records
"[""35""]",which 5 carriers are part of the lufthansa group airlines
"[""71%""]",when was the first internal combustion engine made
"[""8 July 2000""]",when did north korea launch the first missile
"[""Eli Marienthal""]",when did ww2 officially end for the us
"[""2000""]",what is the wind speed of f1 tornado
"[""312""]",who won the womens world cup in 2015
"[""312""]",who was the egyptian queen who became pharaoh
"[""9""]",who wrote the song i write the song
"[""in 2018""]",when was the book the lion the witch and the wardrobe published
"[""William Strickland""]",what's the legal marriage age in new york
"[""18""]",who is the servant through whom allah provided the quran
"[""Vera""]",where do baseball players go when they get ejected
"[""2018""]",who worked as a constitutional advisor for constitutional assembly
"[""2024""]",where did the romans get the arch from
"[""2010""]",what is the next song of ice and fire book
"[""St. Louis Cardinals"",""San Francisco Giants""]",who was the longest living president of the united states
"[""115 years, 301 days""]",correct order to read game of thrones books
"[""Twenty-seven""]",who has the most splash hits at at&t park
"[""November 5, 2004""]",who was involved in the 1938 day of mourning
"[""December 15, 2017""]",​the authority of clerics in the iranian theocratic political system comes from
"[""Emmanuel Macron""]",who proposed the indefinite as the structure of reality
"[""February 14, 2016""]",how many members does a nuclear family have
"[""about 4.54 billion years ago""]",who did the cleveland browns draft so far
"[""1967""]",who played the dad in the original parent trap
"[""Matthew Prokop""]",who does dana date on step by step
"[""The Ganges-Brahmaputra Delta""]",who crossed the alps and invaded italy with an army of elephants during the second punic war
"[""1982""]",who crossed the twin towers on a tightrope
"[""1890""]",where is the british open golf tournament being played this year
"[""corn starch""]",how many chinese letters are in the alphabet
"[""Dr. Lexie Grey""]",who makes the diesel engine in the jeep liberty
"[""September 21, 2018""]",who was the voice of rocket on guardians of the galaxy
"[""Jack Vidgen""]",how many judges sit on the us court of appeals
"[""Australia""]",who plays the fairy godmother in the descendants
"[""Laaa"",""Larry Daley""]",last president that was not a democrat or republican
"[""Madhubala""]",who is the governor of madhya pradesh now
"[""March 2008""]",who sings the 21 jump street theme song
"[""Bernard of Chartres""]",when did season 2 of stranger things start
"[""Tallulah Belle Willis"",""Jodhi May"",""Scout LaRue Willis""]",who did the populists nominate as their presidential candidate in 1892
"[""1998""]",where was the airport scene in dumb and dumber filmed
"[""2018""]",who did the united states buy the louisiana purchase from
"[""32""]",when did the iphone 5 first come out
"[""August 31, 2010""]",who is the voice of the mad hatter
"[""in 2018""]",who was the first indian who win world junior badminton championship
"[""Season 4, Episode 8""]",where did they get the vibranium to make captain america's shield
"[""Spectre""]",who plays supreme leader in the last jedi
"[""Thurl Ravenscroft""]",no of episodes in breaking bad season 1
"[""2015""]",how many episodes are there in season 7 game of thrones
"[""5,000 to 1""]",when did the south china tiger become endangered
"[""115 years, 301 days""]",who had the highest batting average for the 1980 philadelphia phillies
"[""May 1999""]",when was the chinese exclusion act made permanent
"[""redox reactions""]",what city has the most population in the us
"[""Sykes""]",how many episodes are in star wars the clone wars season 1
"[""fertilization""]",who has the most medals in the olympic games
"[""eastward, in prograde motion""]",when did the united states get involved in world war ii
"[""1981""]",when did i'm the one come out
"[""Samuel Beckett""]",when was the wailing wall built in jerusalem
"[""horses""]",who sang the theme tune to robin hood
"[""six""]",passage of the first trade and navigation acts
"[""six""]",what developed during the middle ages to organize members with similar interests or professions
"[""Eileen Davidson"",""Brynn Thayer""]",upland region that stretches from nj to alabama
"[""President of the Legislative Council""]",when did postage stamps go up to 50 cents
"[""Spectre""]",who sings the song standing on a corner in winslow arizona
"[""Democrats""]",when is the new episode of grey's anatomy airing
"[""1974""]",who does leif garrett play in the outsiders
"[""Molt Taylor""]",who sings the theme song from good times
"[""\""Journey's End\""""]",what language was the new testament bible originally written in
"[""Gallery""]",where did the battle of fort sumter happen
"[""9""]",who does emily end up with in emily owens md
"[""12""]",when did the us engage in the vietnam war
"[""Zone Improvement Plan""]",when did newfoundland become a part of canada
"[""Spanish""]",who sings theme song for king of queens
"[""2018""]",when does star trek discovery season two start
"[""American singer Kehlani""]",which method of measuring time using time zones
"[""1981""]",who appoints the governor of each state of india
"[""312""]",what is the definition of a master craftsman
"[""Jimmy Yeary"",""Jessi Alexander"",""Connie Harrington""]",what are the three main apps of google drive
"[""Zone Improvement Plan""]",high altitude warfare school of indian army is located
"[""September 22, 1987""]",when was the first roller skating rink opened
"[""six""]",who are the two actors in dumb and dumber
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who was ancient china's main enemy that lived to the north
"[""Over 2,500""]",what is the most populated region in ghana
"[""NBC""]",who won season 8 of rupaul's drag race
"[""cut the South in two""]",how long do black bears live with their mother
"[""Kevin Phillips""]",who played bernardo in the movie west side story
"[""February 4, 1948""]",who played marjorie's nephew nick on mom
"[""late 14th-century""]",when did mine that bird win the kentucky derby
"[""Jack Vidgen""]",who did muhammad ali fight in croke park
"[""1967""]",who won the men's singles at the 2017 french open
"[""Men in Black""]",what was the deadliest mass shooting in the united states
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",who made the song king of the road famous
"[""9""]",how many medals did singapore win in the 2015 sea games
"[""six""]",why did the british shifted the capital from calcutta to delhi
"[""April 9, 2018""]",who won the big ten conference in basketball
"[""2012""]",when does the show night shift come on
"[""1980""]",the djoser pyramid was unique in the old kingdom in being
"[""March 9, 2018""]",when did the new karate kid come out
"[""December 15, 2017""]",mujhe yaar na mile to mar jawan singer
"[""NBC""]",what cell division process is responsible for the formation of gametes
"[""Stephen Collins Foster""]",what is the name of jimmy neutrons dog
"[""Gulf of Mexico""]",who married nellie on little house on the prairie
"[""May 1999""]",when does to kill a mocking bird take place
"[""September 26, 2017""]",what happens to dr shepherd on grey's
"[""10""]",who has more la liga titles real madrid or barcelona
"[""Barbicide""]",when does season 4 of last man on earth
"[""Stephen Collins Foster""]",when is the second round draw of the carabao cup
"[""Félix Hernández""]",who won the battle of kursk in world war ii
"[""Cambridge""]",when did trinidad and tobago become an independent nation
"[""December 1, 1969""]",the browser program that comes with windows 10
"[""October 19, 2017""]",where is pepsin most active in the body
"[""May 5, 1992""]",when did the movie the secret come out
"[""Laaa"",""Larry Daley""]",once upon a time season 7episode 11 release date
"[""2018""]",where did paul in the bible come from
"[""Liverpool""]",last part of the lord of the rings
"[""April 28, 2017""]",who plays juliet in the original romeo and juliet
"[""Gulf of Mexico""]",when was july 4th declared a national holiday
"[""1971""]",between which two state is the krishna godavari water dispute notice
"[""Gulf of Mexico""]",where is the myelin sheath located on a neuron
"[""1890""]",who has the highest minimum wage in the us
"[""1981""]",when did they start putting vin numbers on cars
"[""$128,400""]",toilet ek prem katha full movie running time
"[""13""]",who played in the men's semi final in wimbledon in 2015
"[""Sykes""]",black mirror season 4 episode 3 shooting locations
"[""Gayla Peevey""]",when was it discovered that lead was poisonous
"[""32""]",when did earth's population reached 6 billion
"[""Ocean Shores"",""Oak Harbor"",""Orting"",""Othello"",""Olympia"",""Oroville"",""Okanogan"",""Omak"",""Oakville""]",who played boo radley in the movie to kill a mockingbird
"[""18""]",how long do you have to be in the korean army
"[""Lieutenant General Jagjit Singh Aurora""]",first president to brew beer in the white house
"[""Matthew Prokop""]",who wrote you are so beautiful by joe cocker
"[""Spanish""]",who was ancient china's main enemy that lived to the north
"[""Australia""]",who sings danke schoen in fools rush in
"[""2015""]",where are the elytra located if they are present on an insect
"[""Robin Sharma""]",who has the least punishments on impractical jokers
"[""pyramidion""]",when did the rams come to st louis
"[""Jimmie Johnson""]",when does lorelai and luke get back together in season 7
"[""Twenty-seven""]",who was eliminated on ink master last week
"[""35""]",who wrote is you is or is you ain't my baby lyrics
"[""May 5, 1992""]",when was the last time halley's comet came by
"[""Eli Marienthal""]",the general term for all of the bones in the head is
"[""June 16, 2017""]",who won the election for mayor in cincinnati ohio
"[""Bill Russell""]",who played organ on fly like an eagle
"[""July 16, 2017""]",which two countries were the leading powers during the cold war
"[""redox reactions""]",who is the original singer of almost is never enough
"[""10""]",what sort of story is the scarlet letter
"[""Venice""]",when was the st louis cardinals stadium built
"[""John Masefield""]",east india company started trade with india from which city in 1608
"[""Laaa"",""Larry Daley""]",who played the most nba all star games
"[""Men in Black""]",a sharp sound made with the fingers or a type of pizz
"[""Democrats""]",who signed the diversity visa lottery program into law
"[""John Masefield""]",nightmare on elm street how many are there
"[""April 9, 2018""]",what is the biggest cause of poverty in america
"[""corn starch""]",how many cards are in a deck of phase 10
"[""countries that ratified the convention""]",according to census 2000 which state has the largest number of households
"[""18""]",what is the deepest part of the atlantic ocean
"[""5 June""]",who wrote the song the shape of you
"[""China""]",who plays wonder woman in justice league 2017
"[""1981""]",who is the actor who plays liam in benidorm
"[""A concerto""]",who has hit most sixes in twenty20 international
"[""1998""]",who does the voice for the dad in incredibles 2
"[""ArmaLite Rifle""]",who was the british monarch when canada became a country
"[""1984""]",who does marshall end up with in how i met your mother
"[""18""]",where is the christmas prince on netflix filmed
"[""35""]",who has won the most elimination chamber matches
"[""NBC""]",fight or flight controlled by which part of the brain
"[""115 years, 301 days""]",what is the largest village in the united states
"[""August 21, 2017""]",when did new zealand win the americas cup
"[""Dash""]",who plays oliver in how to get away
"[""1962""]",when did the movie lake placid come out
"[""20""]",who plays elsie in peter kay's car share
"[""impermanence"",""unsatisfactoriness or suffering"",""non-self""]",when was the first time joshua was mentioned in the bible
"[""1984""]",when did seat belts become law in alberta
"[""Spanish""]",where are noble gasses found on the periodic table
"[""1988""]",where was what we do in the shadows filmed
"[""impermanence"",""unsatisfactoriness or suffering"",""non-self""]",who led the french army during the battle of waterloo
"[""PewDiePie""]",who stars in the lost city of z
"[""William Strickland""]",the first railway train in india ran in 1853 from mumbai to
"[""1980""]",venus's atmosphere has much more carbon dioxide than earth's because
"[""Greek""]",when does my friend dahmer come out in theaters
"[""1998""]",who did the us help with the marshall plan
"[""Bill Medley"",""Jennifer Warnes""]",where do i go to get a background check done
"[""2012""]",who holds the record for most inside the park home runs
"[""Men in Black""]",what kind of tissue is tendons and ligaments
"[""countries that ratified the convention""]",when was the last time england made a world cup quarter final
"[""Bill Medley"",""Jennifer Warnes""]",park hye ran fight for my way real name
"[""Nervous tissue or nerve tissue""]",what's the purpose of the space needle
"[""71%""]",when did the cavs win their first championship
"[""September 22, 1987""]",who has been chosen for best supporting actress in 64 national filmfare award
"[""Joseph Smith""]",what is the size of the angles of an equilateral triangle
"[""1982""]",when did 10 rupees coin launched in india
"[""March 2008""]",when is the peach bowl played this year
"[""Spanish""]",who plays supreme leader in the last jedi
"[""1980""]",what percentage of the world's population is indigenous
"[""2000""]",what is the center of a tootsie pop
"[""Australia""]",what breed was the turner and hooch dog
"[""Cambridge""]",when is nen introduced in hunter x hunter
"[""2018""]",how many station roads are there in the uk
"[""Dr. Lexie Grey""]",who is responsible for the bombing in quantico
"[""produces a lubricating mucus""]",who is rodrigo in mozart in the jungle
"[""Tinnitus""]",how many chapters in alice through the looking glass
"[""May 1999""]",who sang the song chuck e's in love
"[""Miguel Cabrera""]",first singer to win the best playback singer filmfare award
"[""Javier Colon""]",who played lord humungus in mad max 2
"[""1981""]",who wrote the music for the mighty boosh
"[""2000""]",whose diary describes the great plague of london
"[""2000""]",where is lebron on the all time scoring list
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",where did the name locks heath come from
"[""Eileen Davidson"",""Brynn Thayer""]",when should the imo's smcp be used
"[""2018""]",who was the first african american student to attend the university of mississippi
"[""Félix Hernández""]",name the pirates of the caribbean movies in order
"[""2017""]",where was a place to call home filmed
"[""Minnesota""]",the venue and year of earth summit on conservation of biodiversity was
"[""2012""]",when did the us buy the louisiana territory
"[""cut the South in two""]",where does the group boney m come from
"[""Stephen Collins Foster""]",who is the minister of health in malawi
"[""Eileen Davidson"",""Brynn Thayer""]",who is returning to grey's anatomy season 14
"[""Eddie Cantor's radio show""]",who plays lisa on fresh prince of bel air
"[""1981""]",when did advance australia fair become the anthem
"[""Molt Taylor""]",when was the last time chelsea won the epl
"[""Jamey Johnson""]",who has won the f1 championship the most
"[""Vivien Leigh""]",who was the first native american to greet the pilgrims
"[""PewDiePie""]",how much voltage does an electric eel have
"[""video editing""]",what type of poem is to his coy mistress
"[""2018""]",who owns the aquarius casino in laughlin nv
"[""Laaa"",""Larry Daley""]",who has the most second place finishes in golf majors
"[""1962""]",which teams have won the world cup four times
"[""NFC/NFL""]",when was the last time the cincinnati bengals were in the playoffs
"[""2018""]",what two new political parties faced off in the election of 1828
"[""Jason Michael Lee""]",what episode does angelina leave in season 2
"[""the maturation phase""]",the first monarch to rule a united crown of aragon was
"[""Eli Marienthal""]",mujhe yaar na mile to mar jawan singer
"[""Molt Taylor""]",who was the lead singer of human league
"[""5,000 to 1""]",what is the average salary of a working american
"[""February 14, 2016""]",who was the first captain of pakistan cricket team
"[""2005""]",what state in australia became a state in 1901
"[""1984–85 season""]",who defeats the king in hunter x hunter
"[""American singer Kehlani""]",what is the song anything you can do from
"[""May 1999""]",who is the host nation 2026 world cup
"[""1962""]",who did the us get louisiana purchase from
"[""December 15, 2017""]",where does a long way gone take place
"[""1998""]",what is the name of the fish that eats algae
"[""Greek""]",who played dogberry in much ado about nothing
"[""2017""]",who plays eli in the book of eli
