hit it at the wrong angle and make it bleed.	pop it.	how do you puncture a vein?
spray it with Dust-Off compressed-gas dust and lint remover.	spray it with hairspray and then dry hair shampoo quickly after.	To clean up your computer keyboard,
Place the chicken in boiling water for a minute, then quickly pluck the feathers by grasping them and pushing gently.	Place the chicken in boiling water for a minute, then pluck the feathers by grasping them and tugging quickly.	Remove the feathers from a chicken.
Add few tablespoons of baby oil to dish wash cycle.	Add few tablespoons of vinegar to dish wash cycle.	Increase power of dish washing powder.
apply joint compound all over the screws to make a smooth surface and another 2-3 layers on the entire board for giving it the smooth and professional look and feel.	apply joint compound all over the screws to make a smooth surface and another 2-3 layers on the entire board for giving it the rough and professional look and feel.	How do I apply joint compound when making a magnetic drywall?
fit under a paperclip 	can scratch a paperclip 	key
Place a knife under the lip of the bottle and turn to remove foil., Position corkscrew in center of the cork and twist clockwise, Lift handle until cork is halfway out, repeat until cork removed	Place a knife under the lip of the bottle and turn to remove foil., Position corkscrew in center of the cork and twist clockwise, Lift handle until cork is halfway out, then cut of top of cork and repeat	how top open a wine bottle
light the end of a piece of spaghetti on fire and use the spaghetti to light the wick.	light the end of a piece of bread on fire and use the bread to light the wick.	To light a candle with hard-to-reach wicks in a pinch,
Determine the proper mixing ratio for your unit per the instructions. This ratio indicates how much fresh, regular unleaded gasoline (containing no more than 10% ethanol) to mix with how much oil. ...     Mix fuel in the fuel tank. Never in the gas can.    Pour the mixed fuel into the tank.	Determine the proper mixing ratio for your unit per the instructions. This ratio indicates how much fresh, regular unleaded gasoline (containing no more than 10% ethanol) to mix with how much oil. ...     Mix fuel in the gas can. Never in the fuel tank.    Pour the mixed fuel into the tank.	how ot mix 2 cycle gas
Stick tampon into nostril.	Stick maxi pad into nostril.	Treat a nosebleed.
Avoid leaving water in it for too long	Leave water in it to prevent rust	To avoid rusting a metal project, you can
Chew onions while you are cutting the onions, it will cut down on the tears.	Chew gum while you are cutting the onions, it will cut down on the tears.	How can I avoid tears when cutting onions?
warm legs 	warm a cabin 	Snow pants
Cut the halloumi cheese into long sticks and wash them under water and then coat them in flour.	Cut the halloumi cheese into long sticks and coat them in flour and then wash them under water.	To prepare the halloumi cheese to make into fries.
Using a spray clear coat, spray the entire stone and let dry.	Using a spray colored coat, spray the entire stone and let dry.	How to protect image on stone after transferring.
Dip tortilla chips in rotel cheese dip.	Dip pork rinds in guacamole dip.	What can you eat that is a zero carb. snack?
Add eggs to a saucepan and fill with cold water. Bring water to a boil and immediately remove from heat. Peel and chop the eggs and add them to a medium sized bowl. Add mayonnaise, dill, chives, dijon mustard, salt and pepper.	Add eggs to a saucepan and fill with cold water. Bring water to a boil and immediately remove from heat. Peel and chop the eggs and add them to a medium sized bowl. Add mayonnaise, dill, chives, dijon mustard, sugar and pepper.	How to make an egg salad.
1 tsp sea salt    1 tsp garlic powder    1 tsp smoked paprika    1/2 tsp organic pickles    1/2 tsp onion powder    1/2 tsp thyme    1/4 tsp black pepper    1/4 tsp cayenne	1 tsp sea salt    1 tsp garlic powder    1 tsp smoked paprika    1/2 tsp oregano    1/2 tsp onion powder    1/2 tsp thyme    1/4 tsp black pepper    1/4 tsp cayenne	Make my own cajun seasoning
Sauce food near the end.	Sauce food at the start.	Avoid burning sugar from sauce when grilling.
spread melted butter on top and set directly on the plate until hot.	spread melted butter on top and set directly on the grill until hot.	In order to grill artichokes,
Mix up your cleaning solution. In the spray bottle, combine 2 cups of water, a cup of bleach and 4 drops of liquid dish detergent. ...    Remove the air filter. ...    Remove the A/C unit grill. ...    Spray the interior with the mold-killing spray. ...    Wipe out the interior of the unit. ...    Scrub the grill. ...    Put the air conditioner back together.	Mix up your cleaning solution. In the spray bottle, combine 2 cups of water, a cup of bleach and 4 drops of liquid dish detergent. ...    Remove the air filter. ...    Remove the A/C unit grill. ...    Spray the interior with the mold-killing spray mixed with lemonade. ...    Wipe out the interior of the unit. ...    Scrub the grill. ...    Put the air conditioner back together.	how do i clean a window air conditioner?
Take the hammer, use the claw end to grip the nail, and pull.	Take the hammer, use the claw end to grip the nail, and push.	To remove a nail with a hammer.
Season the meat with salt, pepper, paprika, powdered sugar, italian seasoning and taco seasoning to taste	Season the meat with salt, pepper, paprika, pepper flakes, italian seasoning and taco seasoning to taste	How do I season ground meat when making meat sauce?
press your finger onto their arm and see if it leaves a white mark.	evaluate their skin and see if it has a sort of white color to it.	To determine whether or not a baby is dehydrated,
Look confident. Don't give the audience the impression that you're nervous. Be careful not to look arrogant either.	Look uncomfortable. Don't give the audience the impression that you're confident. Be careful not to look happy either.	Proper way to accept an award
Make a reminder everyday and forget about it	Make a reminder everyday and stick to it	How do I keep up with writing in a journal
pour the drink into your mouth and gulp until it's all gone, with no breath in between.	take tiny breaths between sips.	how do you chug a drink?
Sow the wiring and the bulbs on to the sweatshirt from inside, and sow in another layer between the wiring and the skin of the wearer to avoid any difficulties while wearing the shirt.	Use strong adhesives to glue in the wire and LED bulbs on to the sweatshirt.	How to install an LED light pattern on to a sweatshirt?
Place your mugs in the oven (not heated up). Then set the oven to 425*F and put on a timer for 30 minutes. After the 30 minutes, turn off the heat and crack the oven door slightly, for about an hour.	Place your mugs in the oven (not heated up). Then set the oven to 425*F and put on a timer for 30 minutes. After the 30 minutes, turn on the heat and crack the oven door slightly, for about an hour.	How to bake your mugs?
Use brown packaging tape so that you can see the written label through it and so that it is strong enough to stay in place.	Use clear packaging tape so that you can see the written label through it and so that it is strong enough to stay in place.	What kind of tape should I use on the written labels for notebook dividers?
can't be left in a  tub .	can be left in a tub .	shirt
can be more visible than usual by placing under a window 	can be more visible than usual by placing under a reed mat 	scale
Tighten tweezers around the head of the nail and pull it out.	Tighten a wrench around the head of the nail and pull it out.	How to remove nails from wood scraps.
Learn your cat's preferences. Clean out-of-box waste thoroughly.Keep track of your cat's hunting habits.	Learn your cat's preferences. Clean out-of-box waste thoroughly.Keep track of your cat's bathroom habits	Addressing Elimination Problems in cats
Simply use a brush to apply some rustoleum paint or polyester sealant to all bare metal surfaces	raw metal edges do not need any rust protection as most metal is stainless steel	How to protect raw metal edges from rust
It is best to freeze for two minutes.	The best time is overnight.	Time frame to chill Pistachio Truffle in the freezer.
Place speakers in empty clean trash bag.	Place speakers in empty clean trash bin.	Make outdoor noise amplifier.
To add more fun to the bottles with water for the Light Box Magic experiment, add a few drops of food coloring to the water in some of the bottles.	To add more fun to the bottles with water for the Light Box Magic experiment, add a few drops of chocolate syrup to the water in some of the bottles.	How to add more fun to Bottles of Water for Light Box Magic Science Experiment for Kids
fold food inside them and eat them	fold them up and eat them	napkins
put your head on it when you're laying down.	put it under your back when you're laying down.	how do you use a pillow?
Snack on a banana, they are great if you have nicotine issues.	Snack on a raw sardine, they are great if you have nicotine issues.	What is something good to snack on if I have nicotine withdrawl?
speak to them at a high volume	speak to them at a low volume.	how do you shout at someone?
put some sheets of newspaper down.	wear gloves while handling the glitter.	To stop yourself from getting glitter everywhere while making a craft,
Use plastic sheet from new furniture.	Use a sheet of saran wrap.	Create a water slide.
You'll need hardboard clapboard siding, 4x4s, paneling for the inside, screening, capping for screening, staples, screws, and nails	You'll need hardboard clapboard siding, 4x4s, paneling for the inside, screening, capping for screening, stables, screws, and nails	What materials do I need to build a screened in porch?
place the tip of the syringe into the fluid, then pull back onto the plunger until syringe is full	place the tip of the syringe into the fluid, then push in onto the plunger until syringe is full	To fill a syringe with fluid,
make an order to the gifts and kids learn to follow directions	draw backyard, place gifts.	making a treasure map
Place the eggs in a pan and add vinegar until they are covered.  Place the pan on the heat and bring to a low boil.  Lower the heat, keep at a low boil for ten minutes.  Drain the vinegar, let cool.	Place the eggs in a pan and add water until they are covered.  Place the pan on the heat and bring to a low boil.  Lower the heat, keep at a low boil for ten minutes.  Drain the water, let cool.	Make a hard boiled eggs
1/250th of a second is a good place to start. Falling snow is moving faster than you think and you need to use the appropriate shutter speed if you want to capture those beautiful flakes as sharp grey specks. If the shutter speed is too long the snow will blur itself into foggy streaks.	1/250th of a second is a good place to start. Falling snow is moving faster than you think and you need to use the appropriate shutter speed if you want to capture those beautiful flakes as sharp white specks. If the shutter speed is too long the snow will blur itself into foggy streaks.	How do you photograph snowflakes?
Apply duct tape to the back of the sandpaper, the sandpaper is still flexible enough to sand a tight radius and it’s far more durable.	Apply duct tape to the sand face of the sandpaper, the sandpaper is still flexible enough to sand a tight radius and it’s far more durable.	How can I make durable sandpaper?
Remove the plastic cap from two bic pens and glue each  cap to opposite ends of an 18 inch long piece of string.	Remove the plastic tip from two nerf darts and glue the remaining foam to opposite ends of an 18 inch long piece of string.	How to make a pair of homemade ear plugs.
Using an ice cream scoop, scoop snow into a ball. lay it on a tray and add water to it which will cause it to hold it's shape.	form snow into a ball and keep pressing inward until it's firm and holds it's shape.	Make a snowball
Apply masking tape to the area after painting	Apply masking tape to the area before painting	To protect part of an area from being painted, you can
take all of their clothes off.	take some of their clothes off.	how do you naked someone?
Wet fingers before removing.	Wet palms before removing.	Remove egg shells easily.
Spread 1 slice sourdough bread with pepper jelly. Top with sliced roast beef, sliced brie and watercress; season with salt. Top with another slice of bread.	Spread 1 slice sourdough bread with roasted red pepper dip. Top with sliced roast beef, sliced brie and watercress; season with salt. Top with another slice of bread.	how to make a spicy roast beef and brie sandwich
Take a rag and rub it down with some car wax made specifically for your car.	Take a rag and rub it down with some car deodorizers made specifically for your car.	How do I get the hood of my car to shine?
look at it.	squeeze it.	how do you check if a tire is full?
Look for discarded window frames, then remove the glass with a glass cutter.	Look for discarded window frames, then split apart the frame to get the glass.	Find free glass for building projects.
Place sugar coated bacon on a baking sheet. Put in oven preheated to 350 degrees for fifteen minutes.	Place sugar coated bacon on a baking sheet. Put on oven preheated to 350 degrees for fifteen minutes.	How do you cook bacon that is covered with sugar for Candied Bacon.
can break a rod 	can break a tree 	axe
Put some liquid cheese onto a plate and allow the dog to lick the the plate to distract it while you gently cut each toenail above the blood line.	Put some hot sauce onto a plate and allow the dog to lick the the plate to distract it while you gently cut each toenail below the blood line.	Cut an uncooperative dog's toenails.
Use a hot dish cloth to warm the lid and pop it off with the dull end of a butter knife	Use a hot dish cloth to warm the lid and pop it off with the dull end of a butter dish	Open apple cider bottle that is stuck
use scissors and not knife	take lamp and cut hole in shade	strobe light
rub hands with salt, pepper, and a little lemon juice.	rub hands with a slice of lemon	how to remove garlic odors on hands
double the amount of yeast called for in the recipe, and cut the liquid by half.	add a bit of sugar to the mixture	how to get a better rise on yeast products?
can make a hole in a diamond ring 	can make a hole in a lemon 	power drill
Stick toothpick into the pin hole.	Stick paper clip into the pin hole.	Open SIM card tray.
Put the lettuce or cabbage on the tortilla and add rest of vegetables.	Put the lettuce or cabbage in the saute pan and cook with rest of vegetables.	When should you add lettuce or cabbage to a fajita?
can ignite sofa when lit	can ignite dish when lit	lighter
decorates wells well	decorates water well	aquarium plants
When you have a sufficient amount of money to start a life on your own, and a stable life around it as well, such as a partner and career.	When you turn 18, most people should move out and embrace the hardships of being young and alone, as it will toughen you in the long run.	How do you know when it is time to move out?
If you got one of these flame protectors, get two thumb tacks and place it around the pipe in a way that anything flammable is protected. If you don’t have one, just get a wet rag and do the same thing, as long as the rag is wet it can’t catch on fire.	If you got one of these flame protectors, get two thumb tacks and place it around the pipe in a way that anything flammable is protected. If you don’t have one, just get a dry rag and do the same thing, as long as the rag is wet it can’t catch on fire.	How do I protect flammable surroundings when soldering a pipe for plumbing projets?
Drink warm coke soda.	Drink banana tea.	Get vitamins before bed without eating.
Once your print is to your liking, you can spray it with UV-protective acrylic spray to help keep the colors bright. Be sure to do this in a well-ventilated area.	Once your print is to your liking, you can spray it with UV-protective acrylic spray to help keep the colors bright. Be sure to do this in a closet.	To preserve Hammered Leaf and Flower Prints.
place ham and cheese between 2 slices of bread.	place turkey and cheese between 2 slices of bread.	To make a turkey and cheese sandwich,
Place it on an uneven area of the ground, on top of bumpy rocks	Place it on an even area of the ground, away from bumpy rocks	To make it easier for a barrel to stay level once you fill it with soil
put the pizza inside a bowl rather than on a plate.	place a cup of water in the microwave with the pizza.	To prevent dry, chewy crust when microwaving pizza leftovers,
Preheat oven to 350°F.    Spread crumbs in a shallow baking pan and bake in middle of oven, stirring occasionally, until golden, 10 to 15 minutes. Transfer crumbs to a bowl, then drizzle with oil and season with sea salt. Stir until crumbs are coated.	Preheat oven to 350°F.    Spread crumbs in a shallow baking pan and bake in middle of oven, stirring occasionally, until golden, 50 to 55 minutes. Transfer crumbs to a bowl, then drizzle with oil and season with sea salt. Stir until crumbs are coated.	how to roast breadcrumbs
search rocks 	search sand 	sieve
Place hot dogs at ends of metal rake.	Place hot dogs at ends of broom.	Roast multiple hot dogs at once.
Surprisingly, you can grow a hardy vine such as Virginia Creeper almost anywhere except in drought-like conditions and very poor soil. Water them deeply about every 2 weeks.	Surprisingly, you can grow a hardy vine such as Virginia Creeper almost anywhere even in drought-like conditions and very poor soil. Water them deeply about every 2 weeks.	Grow a vine in sandy, dry soil and drought conditions.
Starting with a 4"x4" post, notice that the wood actually measures to only 3 1/2"x3 1/2". So you'll measure and mark 3 1/2" down the post to make your cut and you will be left with a cube.	Starting with a 4"x4" post, notice that the wood actually measures to only 3 1/2"x3 1/2". So you'll measure and mark 3 1/2" down the post to make your cut and you will be left with a rectangle.	How to Make Easy Yard Dice
place something completely around it.	place something completely over it.	how do you wrap something?
change the computer background to a relevant image.	set a home page on your browser that is full of funny images.	To inspire learning when opening a computer,
Make a couple of wood stakes and put them where the corners are going to be. Use the 3,4,5 method to make sure the building is square	Make a couple of wood stakes and put them where the corners are going to be. Use the 3,4,5 method to make sure the building is circular	How do I mark the edges when making a sunroom addition to a house?
Make each piece with notches for connecting to each other.	Make each stool complete with one pass of the laser cutter.	To create a stool with a laser cutter that doesn't require glue or tools.
Industry consensus is that gage blocks be calibrated every 1 to 3 years.	Industry consensus is that gage blocks be calibrated every 10 to 30 years	How often should gauge blocks be calibrated?
Make a large bladder out of pool liner and a hoola hoop., take it with you to the woods. Hang it up using bungee cords . Pour warm water into it and then poke some holes in it as you stand under it.	Bring a solar shower and hang it from the tree with water in it.	Shower in the woods.
can quickly burn paper towel 	can quickly burn dish 	lighter
Begin with the outside of the puzzle and sort the rest of pieces out by how they look and then solve with some help with friends and family.	Begin with the center of the puzzle and the sort the rest of the pieces by how they look and then stay in a room alone and solve by yourself.	Solving a jigsaw puzzle that is all one color.
remove the tomato plant from its original container and bury it, roots last, into the ground until the very bottom leaf is barely above the ground.	remove the tomato plant from its original container and bury it, roots first, into the ground until the very bottom leaf is barely above the ground.	To plant tomato plants,
Place frozen meat in a zip lock plastic bag. Put in t bowl and place in a refrigerator.	Place frozen meat in a zip lock plastic bag. Put in a bowl and place under running water.	Defrost meat quickly.
Get some printer paper and scissors. Start folding your paper and cutting small shapes into the folds. Unfold when done and hang.	Get some snow and scissors. Start folding your snow and cutting small shapes into the folds. Unfold when done and hang.	Make paper snowflakes to decorate you room with.
look up the person's name and city and see if they are a scammer.	drag and drop the image onto Google to examine duplicate images.	To check to see if you are being cat-fished on a dating site,
Begin heating some oil in the pot	Begin heating some water in the pot	To prepare a pot for popcorn, you can
put hot soapy water in and shake it to loosen gunk up.	use a special bottle scrubbing brush and scrub it away.	To wash all of the corners of a baby bottle,
can be used to store refrigerators 	can be used to store plates 	cabinet
Place green grapes, one at a time on skewers to make the body of the caterpillar. At the end, place a strawberry, half skewered for the head. Use candy eyes to finish the look.	Place green grapes, one at a time on skewers to make the body of the caterpillar. At the end, place a mushroom, half skewered for the head. Use candy eyes to finish the look.	Make caterpillars from fruit
contains bugs 	contains luxurious furniture 	dirty apartment
Visa card numbers always begin with a 4,  Mastercard account numbers always begin with a 5.	Visa card numbers always begin after 4 o'clock,  Mastercard account numbers always begin after 5 o'clock.	How do I know if a credit card is a Visa or a Mastercard account?
can strengthen  camera magnification	can obscure camera when filming	hose
put straps somewhere on your body.	put a gun somewhere on your body.	how do you get 'strapped'?
Tear pieces of plywood to create the chevron pattern.	Cut pieces of plywood to create the chevron pattern.	To create a chevron pattern on wooden dining table.
use ring sizers	measure it with measuring tape.	how do you size your finger?
intake it depending on what you are feeling.	intake it every day no matter what.	how do you use medication?
Make sure you have your dimensions set for the size of each block of Jenga. Mark each side of the wood with the dimensions. Using a power saw, guide the blade over where the markings on each piece of wood is located.	Make sure you don't have your dimensions set for the size of each block of Jenga. Mark each side of the wood with the dimensions. Using a power saw, guide the blade over where the markings on each piece of wood is located.	How to cut wood to Jenga wood size.
5 or 6 drops	20-25 drops	How many drops of food coloring should you use to make tye dye ice?
Ice cream is best stored inside a thermal flask, so the the coldness isn't lost without wasting electrical energy.	Ice cream is best stored in a plastic or metallic container inside the freezer of the refrigerator.	What is the best way to store ice cream?
can hold books to store.	can hold biscuits to store.	ziplock bag
are beneath pot lid 	are beneath eyes 	someone's shoulders
keep a small object such as a rubber band or a coin in your hands and keep them occupied, engage in a hobby that occupies your hands, wear nail polish, and wear a nail biting inhibitor on your lips.	keep a small object such as a rubber band or a coin in your hands and keep them occupied, engage in a hobby that occupies your hands, wear nail polish, and wear a nail biting inhibitor on your nails.	To keep from biting your nails,
wet forefinger and thumb, put sealed end of bag in between them, rub until the ends come apart, then grab each side and pull apart.	wet forefinger and thumb, put unsealed end of bag in between them, rub until the ends come apart, then grab each side and pull apart.	To open a plastic trash bag
To make Clog Word Boots with a Wheel in the Heel out of Recycled Wood Pallets, a deconstructed wooden pallet, wood glue, super glue, Insoles, "Heely's" Shoe Wheels, Kevlar laces, Varnish, Carolina Socks. First, send the pieces of pallet wood through a thickness planer to until they are smooth. Apply glue to each piece and clamp them all together.	To make Clog Word Boots with a Wheel in the Heel out of Recycled Wood Pallets, a deconstructed wooden pallet, wood glue, super glue, Insoles, "Heely's" Shoe Wheels, Kevlar laces, Varnish, Carolina Socks. First, send the pieces of pallet wood through a thickness planer to until they are smooth. Apply varnish to each piece and clamp them all together.	How to Make Clog Word Boots with a Wheel in the Heel out of Recycled Wood Pallets
You can use a cup cozy to make a shoe insert.	You can use a cup lid to make a shoe insert.	What can I use to make a shoe insert?
Remove the glue from the fabric and or area where it is, before it has hardened and dried. Use water to make it easier to peel the glue of from the area. If that does not work, then add rubbing alcohol to peel the glue off.	Make sure the hot glue has dried properly and has hardened. Place the item in the freezer for a couple minutes if it has not yet hardened. Apply rubbing alcohol to the hot glue, then wait a while before peeling it off the fabric or area.	How can I remove hot glue from fabrics or the surface of a decoration?
buy a birthday present with it.	buy a birthday card with it.	To avoid being embarrassed when buying something
Take a large tank of water with a hose ,  in the pick up truck. Travel to all of your loved one's homes and offer to wash their vehicles right in their yards	Make large signs and put them on the busiest corners and also in front of the carwash.	To Get customers for your car wash.
Use metal rivets to firmly hold the leather in place	Use wooden pegs to firmly hold the leather in place	To attach a piece of leather permanently together, you can
try to bury yourself with work to make time seem like its moving fast.	go to the restroom often and play on your phone in there.	To waste time at work and have fun while doing it,
shake the container the pieces are in every 30 minutes for the first few hours of freezing.	form the pieces together by hand every 30 minutes for the first few hours of freezing.	To prevent the frozen vegetable pieces from sticking together,
1) Natural Beeswax 2) Organic Coconut oil 3) Johnson & Johnson Baby Oil 4) Land O Lakes Unsalted Butter 5) Liquid Vitamin E Softgel Capsules and 6) Essential oils ( Optional	1) Natural Beeswax 2) Organic Coconut oil 3)JoJoba Oil 4) Shea Butter 5) Liquid Vitamin E Softgel Capsules and 6) Essential oils ( optional)	What 5 ingredients will I need to make an all natural lip gloss at home?
Place stencil onto fabric and draw around the edges using a marker. Cut along lines using fabric scissors.	Place stencil onto fabric and draw around the edges using a marker. Cut along lines using a box cutter.	How to cut out sewing pattern from fabric.
To clean them, simply add a squirt of dish soap to a sink, bucket or basin and add in warm water. Then, clean the toy by wiping it with a soft cloth or an old toothbrush. Rinse well in cool water. Now, to disinfect the toys, spray the toys with a 50/50 mix of rubbing alcohol and kerosene and let them stand for a minute.	To clean them, simply add a squirt of dish soap to a sink, bucket or basin and add in warm water. Then, clean the toy by wiping it with a soft cloth or an old toothbrush. Rinse well in cool water. Now, to disinfect the toys, spray the toys with a 50/50 mix of rubbing alcohol and water and let them stand for a minute.	How to wash soft baby toys
take an over the counter pain reliever, drink coffee, lie down in a cool, quiet, dark room, apply a compress to your head, drink plenty of water, and practice relaxation techniques.	take an over the counter pain reliever, drink coffee, lie down in a cool, quiet, damp room, apply a compress to your head, drink plenty of water, and practice relaxation techniques.	To help get rid of a headache,
Glue black felt to the one of the wires after you've woven them together. This keeps them secure and makes the choker more comfortable to wear.	Glue black felt to the back of the wires after you've woven them together. This keeps them secure and makes the choker more comfortable to wear.	To keep wires securely glued together when making a choker out of an old computer power supply, what can I do?
Notch an arrow, draw it back on the string, aim, and let loose the arrow.	Notch a sparrow, draw it back on the string, aim, and let loose the arrow.	How to shoot an arrow
3/4 cups (6oz/170g) butter, cubes and cold    1 cups (8oz/225g) sugar    2 eggs*    1 teaspoon vanilla extract    2 1/2 cups (12oz/340g) all-purpose flour    1 teaspoon baking powder    1 teaspoon salt    Instructions    In a food processor add in the flour, sugar, salt, and baking powder. Stir a little with a spatula        Add in the cold butter and blitz for seconds JUST until the mix looks like big bread crumbs    Whisk together the eggs and vanilla extract. Pour into the food processor and pulse for a few seconds until the dough comes together. Take care not to over mix. If your mix seems dry you can add a tiny bit more egg or milk.  (This dough can also be made by hand by rubbing in the butter into the flour)        Chill the dough for a minimum of 2-3 hours. Preferably chill overnight. Also it can be frozen at this stage for up to 8 weeks.         Once chilled, roll out some of the dough on a well floured surface to about 1/4-1/8 inch thick.         Cut out your desired shapes and transfer them to a baking tray lined with parchment. (this is a soft dough so work fast).    Bake at 325°F (160°C) for 18-20 minutes or until a light golden brown. Set aside to cool.        Decorate with royal icing if you wish and store in an airtight container for up to 7 days.	3/4 cups (6oz/170g) butter, cubes and cold    1 cups (8oz/225g) sugar    2 eggs*    1 teaspoon vanilla extract    2 1/2 cups (12oz/340g) all-purpose flour    1 teaspoon baking powder    1 teaspoon salt    Instructions    In a food processor add in the flour, sugar, salt, and baking powder. Stir a little with a spatula        Add in the cold butter and blitz for seconds JUST until the mix looks like big bread crumbs    Whisk together the eggs and vanilla extract. Pour into the food processor and pulse for a few seconds until the dough comes together. Take care not to over mix. If your mix seems dry you can add a tiny bit more egg or milk.  (This dough can also be made by hand by rubbing in the butter into the flour)        Chill the dough for a minimum of 2-3 hours. Preferably chill overnight. Also it can be frozen at this stage for up to 8 weeks.         Once chilled, roll out some of the dough on a well floured surface to about 1/4-1/8 inch thick.         Cut out your desired shapes and transfer them to a baking tray lined with parchment. (this is a soft dough so work fast).    Bake at 325°F (160°C) for 120 minutes or until a light golden brown. Set aside to cool.        Decorate with royal icing if you wish and store in an airtight container for up to 7 days.	homemade sugar cookies
use a screwdriver of the correct size and turn the screw head to tighten the screw.	Place the tip of a screwdriver on the screw and turn clockwise.	To tighten up a screw
can squish  bugs 	can squish  watermelon 	mug
Stuff your nose with lots of gummy worms, but see a doctor if it doesn't stop for a while.	Stuff your nose with lots of tissues, but see a doctor if it doesn't stop for a while.	How can I get my nose bleed to stop bleeding?
Gargle with warm oysters and fish sauce, the pepper there will help reduce swelling.	Gargle with warm water and tabasco sauce, the pepper there will help reduce swelling.	How can you soothe a sore throat?
Put the papers together, tap them on the desk to square them up, put the left tip of the papers inside the stapler underneath the very bottom of the stapler, hit the top of the stapler, and remove stapled papers.	Put the papers together, tap them on the desk to square them up, put the left tip of the papers inside the stapler between the top and bottom, hit the top of the stapler, and remove stapled papers.	How do you staple papers together?
wrap wrapping paper around the gift, and keep it held with tape.	glue wrapping paper around the gift.	how do you wrap gifts?
place in a preheated over at 350 degrees for 40 mins	place in a freezer over at 0 degrees for 40 mins	To properly cook the doggy cookie dough until done
Tuck thumb in fist and grip tightly.	Tuck coins in fist and grip tightly.	Avoid throwing up.
can scratch eyeballs 	can scratch fire 	fingernails
Mix a solution of warm water and hand soap, dip a soft cloth into it, wring it out and wipe the exterior surfaces of the purse. Use a second clean, damp cloth to wipe off the soap. Dry with a towel. Warm, soapy water will also remove water stains and scuffs.	Mix a solution of warm water and dish soap, dip a soft cloth into it, wring it out and wipe the exterior surfaces of the purse. Use a second clean, damp cloth to wipe off the soap. Dry with a towel. Warm, soapy water will also remove water stains and scuffs.	How do you clean leather?
Obtain the key. Sit in the driver's seat. Insert the key into the keyhold oin the side of the steering wheel. Turn the key all the way to the right to start the enging.	Obtain the key. Sit in the driver's seat. Insert the key into the keyhold oin the side of the steering wheel. Turn the key one notch to the right to start the enging.	To start a car.
Set you phone to airplane mode	Set you phone to offline mode	To get rid of ads when playing games
Mix flour and softened butter. Add grated cheese and mix. Next mix up sugar, chili powder and salt and pour into flour mixture. Mix until it has a nice consistency.	Mix flour and softened butter. Add grated cheese and mix. Next mix up an egg, chili powder and salt and pour into flour mixture. Kneed until it has a nice consistency.	Cheese dough
put two fingers behind someone's head	take a picture show it can last	how to make bunny ears
bite into the middle of it.	bit into one end of it.	how do you eat a burrito?
pull the upper lid out and over the lower lid and roll your eye upward.	pull the upper lid out and over the lower lid and roll your lashes upward.	If you have something stuck in your eye,
Measure the iPhone's width, length and height. Carve out its shape on a wooden board. Cut to shape so it will fit the phone.	Measure the iPhone's width and length. Carve out its shape on a wooden board. Cut to shape so it will fit the phone.	To make a wooden iPhone case.
can chop rocks quickly.	can chop wood quickly.	An axe
Place the yogurt over some cheese cloth and a bowl and let the whey come from it, throw away the whey, after a day the yogurt will be thick as greek yogurt	Place the yogurt over some cheese cloth and a bowl and let the whey come from it, stir the whey back in, after a day the yogurt will be thick as greek yogurt	How to turn normal yogurt into greek yogurt?
Mix spray paint with glitter and paint it on the bottom half of a wine glass.	Mix mod podge with glitter and paint it on the bottom half of a wine glass.	Make glitter wine glasses.
visit and ask a doctor for help.	make an anonymous post online.	To help determine which diet changes you need,
sing to them.	ask them questions.	how do you serenade someone?
Place ingredients in a bowl, and mix with a big pair of tongs	Place ingredients in a bowl, and mix with a big spoon	To mix ingredients to make cookies, you can
soak the food in a mixture of self-lighting charcoal  briquettes and water.	mix charcoal tablets in with the food	how to dye food black
Plug in a VGA cable to both sides.	Plug in an HDMI cable to both sides.	How do you connect a PS4 to a TV?
Usually people hide them outside in the grass and around the house	Usually people hide them outside in the garbage can and around the house	Where should I hide Easter eggs for the hunt
put the shutter on.	leave the shutter off.	how do you protect a camera screen?
can cut through cheese 	can cut through brick 	blade
Bend the middle of empty soda can.	Bend the middle of full soda can.	Make a phone holder on the plane.
Place it in a drawer until it's ready to use	Place it in the freezer until it's ready to use	To chill dough to use in a recipe, you can
Surgey is best treatment for gallstones, but sometimes two bile acids are often prescribed to dissolve smaller gallstones.    It may take up to two years for bile acids to treat gallstones	Surgey is best treatment for gallstones, but sometimes two recipes are often prescribed to dissolve smaller gallstones    It may take up to two years for bile acids to treat gallstones	how to dissolve gall stones
dial *68 and hit send.	dial *69 and hit send.	how do you callback an unknown number?
