id,question,choices,answerKey
1209,Which of these resources will most likely be depleted first?,1209,D
1210,"Nuclear fusion is the source of energy for stars. Besides hydrogen, which other element is most likely also common in stars?",1210,B
1211,Rachel purchased a kit for making a skateboard ramp. Which of the following is most important to have for putting the ramp together?,1211,C
1212,Delilah put a container of water in the freezer and left it there overnight. The next morning she saw that the water in the container had changed to ice. Which of the following statements best explains why the water changed to ice?,1212,C
1213,"According to the fossil record, when did episodes of rapid speciation commonly take place?",1213,C
1214,A student is using hydrochloric acid in an investigation. Which piece of safety equipment is most important during this investigation?,1214,A
1215,The human body gets the energy it needs for growth and repair directly from,1215,C
1216,One key physical process in beach formation is wave action. Sand is deposited on beaches as waves break onto the shoreline and the energy from the wave scatters. Which type of energy is most used by wave action to modify the shape of the beaches?,1216,D
1217,An organism's traits are largely determined by the genetic makeup of its parents. A mutation in which kinds of cells in a parent could cause a new trait to appear in the parent's offspring?,1217,B
1218,The surface gravity of Pluto is the weakest of the nine planets because Pluto,1218,A
1219,Coal was made from the remains of which ancient ecosystem?,1219,D
1220,Which statement is true for all objects?,1220,C
1221,Which pair of English and metric units has most nearly the same value?,1221,C
1222,"Farmers in the 1800s used axes to clear trees from farmland. Now, farmers use chainsaws to clear the trees. How do chainsaws most likely help farmers?",1222,A
1223,What causes a person to have blue eyes?,1223,B
1224,What is the name of the product formed from the reaction shown below? 4Fe(III) + 3O_{2} -> 2Fe_{2}O_{3},1224,B
1225,What is the smallest particle of the element gold (Au) that can still be classified as gold?,1225,3
1226,Which part of a plant is most responsible for using energy from the Sun to produce food for the plant?,1226,C
1227,Which of these is a nonliving part of a forest?,1227,A
1228,The human stomach is protected from self-digestion by a layer of,1228,A
1229,"Some students were on a tour exploring the inside of a cave. While the students were in the cave, they realized they heard an echo every time that they spoke. Which most likely caused the echo to occur?",1229,B
1230,A geologist found fossils of horse bones in different rock layers of a canyon. The fossils in the lower levels show shorter bones than those in the upper-level fossils. Which conclusion is based on the geologist's observations?,1230,C
1231,Which stage in the reptile life cycle is most like the birth of a lion cub?,1231,A
1232,Oxygen reacts with iron to produce rust and with hydrogen to produce water. Which statement describes both reactions?,1232,C
1233,A student wraps a wire around an iron nail. The student then connects the wire to a battery. The nail attracts another nail and they stick together. What force holds the two nails together?,1233,D
1234,Which inventor had the greatest impact on the development of artificial light?,1234,D
1235,Sound waves can pass through all of these except,1235,B
1236,Which organ removes cell waste from the blood?,1236,A
1237,"Warm water contains less dissolved oxygen than colder water. Which population will be most affected by a long period of hot, dry days?",1237,C
1238,Fossil fuels were formed from,1238,B
1239,Which effect do rapidly cooling temperatures have on the water cycle?,1239,B
1240,Which of the following is one reason that quartz is classified as a mineral?,1240,D
1241,Sharpening a pencil and tearing paper are examples of physical changes. Which statement describes why these are physical changes?,1241,A
1242,"When a red bull (RR) is bred with a white cow (WW), a roan calf (RW) is sometimes produced. If a roan bull (RW) is bred with a roan cow (RW), what is the most likely outcome of the offspring?",1242,A
1243,"In an atom, protons plus neutrons make up the atom's",1243,A
1244,Diseases that can be transmitted between organisms are,1244,D
1245,"A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?",1245,D
1246,Roger poured water over a pile of sand. Some of the sand washed away. This process is similar to which of the following?,1246,B
1247,What chemical symbol represents the element iron?,1247,C
1248,Howie put his plants under a plant light. What was he helping his plants do by providing light?,1248,A
1249,Paco throws a ball. What force pulls the ball down toward the ground?,1249,B
1250,Students planned an investigation that included adding a quantity of vinegar to a small amount of baking soda. Which is the best tool to measure the volume of the liquid vinegar used in the investigation?,1250,B
1251,Reptiles become more active as the day gets warmer. This is because,1251,D
1252,"While running, leg muscles work to move leg bones, and the skin helps to",1252,C
1253,Which of the following activities is the best example of instinctive behavior in an animal?,1253,A
1254,"Oil, coal, and natural gas are fossil fuels formed under what conditions?",1254,A
1255,Signs in many stores and restaurants warn that microwaves are in use. What is the main reason for this warning?,1255,D
1256,The students in an engineering class built a robot that stacks wooden blocks. A built-in computer controls the movement of the robot. The computer in the robot performs a function most similar to which part of the human body?,1256,C
1257,"In order for sediments to become rock, the sediments are generally",1257,D
1258,Which of these is an inherited behavior?,1258,D
1259,Which of these is the most common result of greenhouse gases altering the atmosphere of Earth?,1259,C
1260,Michelle is interested in improving the quality of the soil in her yard. She wants more water and air to penetrate the soil. What should she add to the soil to help her achieve this goal?,1260,D
1261,One way to protect against food poisoning is to,1261,D
1262,A wind turbine primarily uses which type of energy?,1262,A
1263,"When an octopus feels threatened, it can release black ink into the water. The ink MOST likely helps the octopus",1263,B
1264,"An area received six inches of snow during the winter. Before the snow can continue through the water cycle as ground water or runoff, it must first ___.",1264,C
1265,Which unit of measurement describes an object's length?,1265,D
1266,Approximately how long does Earth take to complete its orbit around the Sun?,1266,A
1267,Which of the statements is the most accurate in describing the chemical equation shown below? 2H_{2}(g) + O_{2}(g) -> 2H_{2}O(g) + energy,1267,D
1268,"Humans cannot survive without clean, fresh water. Reservoirs of liquid water vary, but all water spends time as a gas in the atmosphere. What is the source of most of the water in the atmosphere?",1268,B
1269,Which of these is a safe practice in a laboratory investigation when working with chemicals?,1269,B
1270,"When a dog smells food and begins drooling, it is responding to an external stimulus. Which of these describes a response to an internal stimulus?",1270,A
1271,"When liquid water freezes, it forms ice. What is the physical state of an ice cube?",1271,D
1272,How would a drought most likely affect the plants of a grassy plain?,1272,D
1273,Conjugation in a paramecium differs from sexual reproduction in volvox because conjugation,1273,D
1274,Which of these organisms has cells with cell walls?,1274,D
1275,Which of the following is the best example of a custom-made product?,1275,A
1276,"In an experiment, a scientist named Pavlov rang a bell before he fed his dogs, which made the dogs drool. Soon the dogs would drool when they heard the bell, even if they did not receive any food. What type of response did the dogs exhibit?",1276,B
1277,What energy transformation occurs when an electric lamp is turned on?,1277,C
1278,Which of the following identifies the primary function of a radio station tower in a communication system?,1278,A
1279,What is the basic unit of life?,1279,B
1280,Ninety-nine percent of the mass of an atom is located in,1280,C
1281,Which of these mixtures would be easiest to separate?,1281,A
1282,Lichens are symbiotic organisms made of green algae and fungi. What do the green algae supply to the fungi in this symbiotic relationship?,1282,C
1283,"According to the fossil record, when did episodes of rapid speciation commonly take place?",1283,D
1284,"A person named Leonardo da Vinci studied many things including animals, geology, clouds, and flight. His study of birds helped him design the first parachute. Everything he saw made him ask how and why. Which human quality most likely made this person want to study many different things?",1284,A
1285,Which of these will best separate a saltwater solution?,1285,D
1286,Martin is writing a report for science class about how the tilt of Earth affects living organisms. Which subject should Martin include in his report that is directly affected by Earth's tilt?,1286,2
1287,An atom with a +1 charge has,1287,A
1288,Which of the following energy conversions takes place in a battery-operated flashlight?,1288,D
1289,"The distance from Earth to the Sun is about 150,000,000 km. What abbreviation do scientists use to describe this distance?",1289,A
1290,Which mineral has six-sided transparent crystals that will scratch glass?,1290,C
1291,Which characteristic of a volvox colony makes it more like a multicellular organism than a simple cluster of unicellular organisms?,1291,C
1292,"While a sailor was out fishing, he got lost at sea. Which object would help him direct the boat back to shore?",1292,A
1293,Modern technology has had some positive and negative effects on society. Which would be a negative effect of advances in technology?,1293,A
1294,Which best explains how the Appalachian Mountains formed?,1294,A
1295,Which statement describes animal embryos?,1295,3
1296,The most common way humans contribute to the extinction of organisms is by,1296,D
1297,What are the basic structural units of living organisms?,1297,D
1298,"In order to distinguish fact from opinion, conclusions in experiments should be",1298,C
1299,Which of the following helps to produce urine in humans and other mammals?,1299,B
1300,Which of these geographic features most directly influences the climate of Nevada by limiting the amount of water vapor that can reach the state and fall as rain?,1300,B
1301,The surface of the Moon is covered with craters. Most of these craters were formed by,1301,C
1302,Water is a very important part of the physical weathering of rock. Which of these properties of water is most important in causing some of the physical weathering of rock?,1302,B
1303,"If wolves prey on deer for food, what will most likely happen to the deer population if wolves are removed from an area where deer live?",1303,B
1304,What can cause a moving object to increase its speed in a forward direction?,1304,C
1305,The cheetah population around the world has decreased because of poaching and loss of habitat. The surviving population is found to have similar alleles. Which factor is endangering the species' survival the most?,1305,B
1306,"In 1872, the United States created a national park called Yellowstone. The park includes more than two million acres in the three states of Idaho, Montana, and Wyoming. Which statement best explains why national parks have a positive effect on ecosystems?",1306,C
1307,Which of the following animal features most helps the animal move around in its habitat?,1307,C
1308,During which of the processes below does water vapor change to liquid water?,1308,D
1309,Natural selection is a mechanism that acts on individuals within a population. Which is a result of the process of natural selection?,1309,D
1310,Which serve as evidence for a scientific theory?,1310,B
1311,The Sun appears larger than other stars because of its,1311,A
1312,"In any physical or chemical process, what two quantities are always conserved?",1312,C
1313,"If two objects are two meters apart, which of these changes will increase the gravitational force between the two objects?",1313,D
1314,"Over geologic time, global mean sea level has varied significantly. Which change is most likely responsible for an increase in global mean sea level?",1314,C
1315,Grooves running down the sides of a riverbank are most likely caused by,1315,A
1316,Which process must occur for clouds to form?,1316,D
1317,Data indicate that chemical pollutants contaminate 53% of the waterways that empty into the Chesapeake Bay. These chemical pollutants are found in the tissues of animals living in the bay. Which group of people who live away from the bay might be most affected by these chemical pollutants?,1317,D
1318,A lunar eclipse occurs when the Moon passes through Earth's shadow. A lunar eclipse can only occur during a,1318,B
1319,The gravitational force between two objects depends on the distance between the objects and each object's,1319,A
1320,"In an investigation, a student wants to see how a ball is affected by rolling it over a surface covered with sandpaper. In preparation for the trial, the student makes a list of the possible conditions that could affect the investigation. The student is most likely listing the",1320,C
1321,Which part of a plant is most responsible for using energy from the Sun to produce food for the plant?,1321,B
1322,Alicia has lots of old bicycle parts. She wants to build something new with the parts. What is the first thing Alicia should do?,1322,A
1323,What causes nighttime and daytime on Earth?,1323,D
1324,The Mariana Trench is the deepest ocean trench on Earth. This trench occurs at a plate boundary where,1324,D
1325,Which statement best describes the organization of the Periodic Table of the Elements?,1325,A
1326,Which force keeps the planets in their orbits around the Sun?,1326,A
1327,"When an octopus feels threatened, it can release black ink into the water. The ink MOST likely helps the octopus",1327,A
1328,"When air is heated, it will most likely",1328,3
1329,Which technological advancement has done the most to improve the accuracy of weather predictions?,1329,C
1330,Which statement is a MAJOR mistake in the experimental design?,1330,A
1331,Energy from the Sun reaches Earth by,1331,B
1332,Which of the following allows the planets to stay in orbit?,1332,B
1333,Which human body system produces the hormones that regulate growth?,1333,A
1334,"A student used two long wires to connect a lightbulb to a battery. The student noticed that as soon as the circuit was complete, a nearby compass started to point in a direction other than north. The compass pointed in a different direction because it was reacting to the",1334,B
1335,Which of the following best describes the purpose of cellular respiration?,1335,A
1336,In the human body the digestion of proteins takes place primarily in which two organs?,1336,B
1337,Which species have been on the Earth for the shortest amount of time?,1337,D
1338,"In 1971, the bones of an extinct flying dinosaur were discovered. This kind of discovery helps everyone learn more about",1338,B
1339,Alex looked at an electric toothbrush that had a plug with three metal prongs. Why are these prongs made out of metal?,1339,B
1340,White light can be separated into all of its component colors by,1340,A
1341,Heat from deep in Earth's interior is transferred to its crust by which of the following?,1341,A
1342,A common characteristic of all living things is that they,1342,D
1343,The surface of Earth is constantly changing. Which of these findings provides the best evidence that the crustal surface of Earth has changed over time?,1343,C
1344,The flower petals of a hydrangea plant change color as the acidity of the soil changes. The color changes are directly related to which factor?,1344,C
1345,Which phase change in the atmosphere forms clouds?,1345,B
1346,What statement describes what happens to the carbon dioxide waste produced by a developing baby during pregnancy?,1346,C
1347,What are the products in the chemical reaction below? NaOH + HCl -> NaCl + H_{2}O,1347,C
1348,"When the Northern Hemisphere is tilted toward the Sun, what season is occurring in Australia?",1348,C
1349,Manganese has an atomic number of 25 and an atomic mass of 55 amu. How many particles are found in its nucleus?,1349,B
1350,A scientist uses angstrom units to measure the distance between two points. The scientist is most likely measuring the distance between two,1350,B
1351,A scientist finds the bones of a dinosaur. What could help the scientist determine the approximate age of the dinosaur bones?,1351,B
1352,What would be the best way to determine the role of squirrels in a forest ecosystem?,1352,A
1353,People are developing electric cars that would replace gasoline-burning cars. One major advantage of the electric car is that it,1353,A
1354,"When Javier exercises, his muscle cells need more oxygen. Which would help Javier's muscle cells receive more oxygen?",1354,C
1355,Which of these uses sound waves to locate underwater objects?,1355,C
1356,Which stage of a frog's life cycle can be compared to a plant seed growing into a new plant?,1356,C
1357,"A dung beetle is an insect that gathers waste from animals, rolls it into a compact ball, lays eggs in it, and buries it in the soil. This gives the eggs a warm, safe place to hatch and provides a food source for the developing larvae. Which impact does the dung beetle most likely have on its ecosystem?",1357,C
1358,There is a thunderstorm close to your house. The windows rattle at the same time that you hear the thunder. What causes the windows to rattle?,1358,C
1359,"Salt concentration, water temperature, plankton, and the whale shark might all be used in a description of an ocean",1359,B
1360,A researcher found shark fossils on top of a mountain. This evidence suggests which of the following about this region?,1360,D
1361,What is the process that produces energy in the Sun for billions of years?,1361,D
1362,Most sedimentary rock is made from sediments of other rock. Which of these processes would the sediments most likely go through to form sedimentary rock?,1362,B
1363,Earth's magnetosphere is not uniformly shaped. It is compressed on the side facing the Sun and has a long tail extending away from the Sun. Which phenomenon is responsible for this shape?,1363,B
1364,"Which of these can be described as a system of stars, gases, dust, and other matter that orbits a common center of gravity?",1364,C
1365,The gravitational force between two objects depends on the distance between the objects and each object's,1365,2
1366,Where is most of the mass of the atom located?,1366,B
1367,A glacier sometimes leaves behind large chunks of ice. What is left in the ground when these chunks of ice melt?,1367,B
1368,"The heart, veins, arteries, and capillaries make up which organ system?",1368,B
1369,A student is using hydrochloric acid in an investigation. Which piece of safety equipment is most important during this investigation?,1369,C
1370,"A jeweler melts gold to make jewelry. As the gold melts, the mass",1370,C
1371,"When an atom loses or gains an electron, it changes",1371,D
1372,"When two bumper cars collide, some of the kinetic energy of the cars is transformed. Which form of energy is most likely formed as a result of this collision?",1372,D
1373,"At night, the Moon is the brightest object in the sky. Where does the Moon's light come from?",1373,C
1374,What is a large buildup of moving ice and snow called?,1374,C
1375,"The Florida Bog Frog (Lithobates okaloosae) inhabits shallow stream overflows in three counties in Florida. With such a small geographic habitat, any change in the frog's environment could cause drastic changes in the population. Which would most likely affect the frog population if acid rain changed the pH of the water?",1375,3
1376,Where does oxygen-rich blood go after leaving the lungs?,1376,D
1377,Which is a learned behavior?,1377,1
1378,A soccer player kicks a soccer ball across a field. Which factor has the most effect on the distance the soccer ball travels?,1378,C
1379,"In New York State, the shortest period of daylight occurs during which month?",1379,C
1380,"Chromosome mutations involve the deletion or duplication of many genes. The effects of chromosome mutations are often much greater than mutations within a single gene, because chromosome mutations",1380,B
1381,"When plants undergo photosynthesis, a reaction produces sugar, oxygen, and water. During respiration, stored energy from the products of photosynthesis is converted to usable energy. In what form is the energy stored prior to use in respiration?",1381,1
1382,The property of matter that resists changes in motion is called,1382,C
1383,Which of the following allows a cell to become specialized?,1383,C
1384,A recent study concluded that about 90% of all large predatory fish such as tuna have disappeared from the world's oceans in the past 50 years. Which of these is most likely the direct cause of this loss?,1384,B
1385,One way animals usually respond to a sudden drop in temperature is by,1385,C
1386,Which statement best describes why a calcium-fortified juice would advertise that it is good for growing children?,1386,C
1387,What form of energy is stored in a battery?,1387,B
1388,Which of the following causes a ship’s iron anchor to sink to the ocean floor when it is released overboard?,1388,A
1389,In which object does chemical energy most likely transform into electrical energy?,1389,B
1390,The main source of food for a coyote population in one area is mice. Which is most likely to happen to these coyotes if a new predator begins eating the mice?,1390,C
1391,"A scientist crosses a red-flowered plant with a white-flowered plant, and all offspring have red flowers. What will most likely result if these red-flowered offspring are crossed with white-flowered plants?",1391,D
1392,"Estuaries in Florida often have mangrove trees growing in them. The roots of the mangrove trees slow the flow of the water, which allows soil particles to settle. If people were allowed to remove the mangrove trees, how would the estuary environment most likely be affected?",1392,3
1393,"While Anna was testing a circuit, she dropped a light bulb. What is the safest thing Anna can do?",1393,D
1394,"The brain, spinal cord, and nerves are organs that perform which primary function?",1394,B
1395,Which provides the oldest evidence for oxygen accumulation in Earth's atmosphere?,1395,A
1396,"The orbit of Earth is almost circular and has a period of about 365 days. Compared to the orbit of Earth, which of these objects usually have highly elliptical orbits and can have periods of over 1000 years?",1396,D
1397,How are droughts always different from floods?,1397,D
1398,The mathematical model for calculating speed is shown below. Speed = distance/time. An airplane traveled 700 kilometers in two hours during a trip. What was the average speed of the plane during the trip?,1398,B
1399,Which has the greatest effect on aiding the movement of blood through the human body?,1399,B
1400,What is the primary function of skin cells?,1400,B
1401,Which of these best indicates that sediments can be changed into rock?,1401,C
1402,"When buried sediments are subjected to pressure, the mineral grains are squeezed together. What is the result of this action?",1402,C
1403,Which sequence represents the order of development for many plants?,1403,B
1404,A baby kit fox grows to become an adult with a mass of over 3.5 kg. What factor will have the greatest influence on this kit fox's survival?,1404,C
1405,Which of the following can provide the human body with long-term immunity against some diseases?,1405,B
1406,"If a neutral atom loses an electron, what is formed?",1406,C
1407,Which of the following is the most important safety practice when using a rock hammer on a geology field trip?,1407,C
1408,Which statement best explains Earth's day and night cycle?,1408,A
1409,Which property of water allows it to dissolve many different substances?,1409,C
1410,Freda always hangs her wet swimsuit outdoors after getting out of the swimming pool. Which of the following is least likely to affect the rate at which Freda's swimsuit dries?,1410,B
1411,"For many years, people have been curious about the stars. In the past, people have shared what they knew about the stars through stories and drawings. Which pair of tools would be most helpful for people today to gather and share information about stars?",1411,D
1412,The moon goes through phases as it revolves around Earth. During which phase of the moon would it be possible for a solar eclipse to occur?,1412,C
1413,Which of these processes is a conversion made by solar panels?,1413,B
1414,A student pours a clear liquid from a test tube into a beaker with a clear liquid already in it and notices that the mixture turns pink. The student infers the two clear liquids are different. This inference is a result of,1414,B
1415,Which is a process that most likely formed the Appalachian Mountains found in the eastern part of North America?,1415,B
1416,"The Florida Bog Frog (Lithobates okaloosae) inhabits shallow stream overflows in three counties in Florida. With such a small geographic habitat, any change in the frog's environment could cause drastic changes in the population. Which would most likely affect the frog population if acid rain changed the pH of the water?",1416,C
1417,The sound heard when a piano key is hit is caused by,1417,A
1418,Which of the following is a common renewable resource found in deserts?,1418,D
1419,Which metric unit is used to describe an object's length?,1419,D
1420,A scientist reads about an experiment conducted by a researcher.The scientist conducts the same experiment and collects data but this data contradicts what was published by the researcher. What should the scientist do since the data from the two experiments is contradictory?,1420,A
1421,"In your body, what two organs work together to make sure that oxygen gets to all the other organs of your body?",1421,A
1422,What is a job of white blood cells?,1422,B
1423,A team of surveyors takes measurements of ground altitude at horizontal intervals of 1 meter over a 400 square meter area. These measurements can best be used to produce which representation of the area?,1423,1
1424,"Each organ in the digestive system has a specific function. During digestion, food passes from the stomach into the small intestine. Which statement best describes what takes place in the small intestine?",1424,A
1425,A snail's shell provides the snail with,1425,C
1426,"In cherry tomatoes, red color (R) is dominant to yellow color (r). If two heterozygous plants are crossed, what percentage of the offspring will be yellow?",1426,C
1427,"On a cold, cloudy day, the local weather forecaster predicts that a high-pressure system will be moving into the area in the next 24 hours. Which weather conditions will this system most likely bring to the area?",1427,A
1428,Malaria is a common disease in many countries. What is the cause of this disease?,1428,A
1429,Which of the following helps to produce urine in humans and other mammals?,1429,C
1430,Which is an example of a group of cells with a common structure and function?,1430,C
1431,Which of the following is a living component of a desert in California?,1431,D
1432,"Studies of snail fossils in Egypt indicate that areas of Egypt that are now desert were once thriving savannahs approximately 130,000 years ago. What does the presence of these fossils indicate about the area of Egypt that was thriving 130,000 years ago?",1432,A
1433,Which list contains only things that are part of our solar system?,1433,D
1434,Which gas makes up the greatest percentage of Earth's atmosphere?,1434,B
1435,Fourth graders are planning a roller-skate race. Which surface would be the best for this race?,1435,D
1436,A gardener wants to increase the ability of garden soil to retain water. Which of these should the gardener add to the soil?,1436,C
1437,The reading on a barometer rises when the air,1437,C
1438,Rust is a compound with the formula Fe_{2}O_{3}. Which elements combine to form rust?,1438,B
1439,"A student in an empty classroom shouts, ""Hello!"" Which best explains what the student hears after the shout?",1439,A
1440,"When a plant dies, it often decomposes and becomes part of the soil. This process is one step in which cycle?",1440,D
1441,"Over a long period of time, a rocky volcanic island that previously did not support any form of life got transformed into a dense forested region. Which of these species is most likely to have been the pioneer species that initiated this transformation?",1441,D
1442,The main source of food for a coyote population in one area is mice. Which is most likely to happen to these coyotes if a new predator begins eating the mice?,1442,A
1443,"In the life cycle of a fly, which stage comes after the larval stage?",1443,B
1444,Eye color is a physical trait. Which statement best explains why a child has a specific eye color?,1444,A
1445,The skin of a chameleon can change colors to help it blend with its surroundings. How would this adaptation most likely help a chameleon survive?,1445,B
1446,"When compared to current average conditions, which term would best describe conditions in Earth's lower atmosphere if greenhouse gases were absent?",1446,B
1447,Different units of measurement are more useful in some settings than in others. Which unit of measurement is most used when comparing distances within the solar system?,1447,D
1448,A mixture of powdered iron and sulfur is heated. What will be formed?,1448,C
1449,An engineer constructs a prototype from wood. Which of the following is the best tool for the engineer to use to make the prototype's surface smooth?,1449,D
1450,Which tool would be best to use for counting the number of legs on an ant?,1450,A
1451,Scientists estimate that Maryland contains more than 850 million tons of coal. Coal is most commonly used to produce ___.,1451,D
1452,"In many caves, rock formations include stalactites and stalagmites. Where does the rock in these formations come from?",1452,B
1453,The human stomach is protected from self-digestion by a layer of,1453,D
1454,"Over a long period of time, some flowering plants have become dependent on honey bees to fertilize their seeds. In recent years, a form of mite has infected and killed the honey bees in many areas of the country. Since this has happened, the once bee-dependent plants with the best chance of surviving are those that",1454,B
1455,Which event would most likely cause a rapid extinction of organisms?,1455,A
1456,Which situation would most likely cause an object to travel in a circular motion?,1456,A
1457,Lori owns a house next to the lake. She uses lots of fertilizer to keep her lawn green. Which impact could fertilizing her lawn have on the lake?,1457,C
1458,A research team wanted to produce a smaller variety of German shepherd dogs. They mated the smallest dogs from different litters for several generations. This is an example of which concept?,1458,A
1459,Which situation would most likely cause an object to travel in a circular motion?,1459,D
1460,What should a student do when a glass beaker shatters during a laboratory experiment?,1460,A
1461,"Studies of snail fossils in Egypt indicate that areas of Egypt that are now desert were once thriving savannahs approximately 130,000 years ago. What does the presence of these fossils indicate about the area of Egypt that was thriving 130,000 years ago?",1461,B
1462,Which is an example of water condensing?,1462,D
1463,A worker needs to load a heavy box onto a truck. The worker uses a ramp to move the box because the ramp,1463,A
1464,Which of the following converts electrical energy into motion?,1464,D
1465,A student measures the growth of a group of plants given different amounts of fertilizer. Which data display should the student use to compare the growth of the plants?,1465,B
1466,Trees use narrow tubes to transport water upward. Which property of water allows the water to rise in these narrow tubes?,1466,C
1467,Many leaves appear green because the leaves,1467,B
1468,"A light bulb manufacturer claims its light bulb is ""twice as bright"" per unit of electrical energy consumed as the leading light bulb. If this claim is correct, what factor must be accurately compared between the two bulbs?",1468,D
1469,Human muscle cells need nutrients and oxygen during exercise. The human body is able to meet the needs of the muscle cells during exercise by increasing,1469,A
1470,"Denise was driving east over a hill in the afternoon, shortly after a rain shower. Suddenly the sun broke through the clouds, and she saw a rainbow ahead of her. Which of the following made the rainbow possible?",1470,C
1471,Many processes on Earth occur at or near tectonic plate boundaries. Which geological events are most common along tectonic plate boundaries?,1471,B
1472,A teacher is performing a demonstration about static electricity for his class by rubbing a balloon against a wool sweater. The balloon sticks to the wool sweater. Which particles are exchanged during the demonstration?,1472,B
1473,Which of these natural events occurs at time intervals that are the most regular?,1473,D
1474,A dog opens its mouth and lets its tongue hang out. A human's body produces sweat. These are two ways that organisms may adjust to,1474,B
1475,"When compared to current average conditions, which term would best describe conditions in Earth's lower atmosphere if greenhouse gases were absent?",1475,3
1476,The most effective way to show a change happening over time is to display your results using a,1476,B
1477,Amanda is learning about different adaptations of animals. Which is an example of a behavioral adaptation?,1477,A
1478,At what temperature does pure water boil?,1478,A
1479,"If a wooded area is cleared and corn is planted, what will MOST likely happen?",1479,C
1480,What is the highest temperature that water can reach in a pot on a stove?,1480,B
1481,How does repeating an experiment improve the likelihood of obtaining accurate results?,1481,4
1482,Scientists are discovering ways to make some crops use less water. A person working in which job would most benefit from this research?,1482,A
1483,Nerve cells transmitting messages to the body best demonstrate which primary function?,1483,3
1484,"In the process of photosynthesis, sunlight is converted into",1484,D
1485,The position of the liver in the circulatory system maximizes its ability to filter out harmful chemicals as soon as they enter the bloodstream. Blood travels to the liver from the,1485,B
1486,Aluminum is an element. Which of the following best describes the smallest particle of aluminum that retains all the properties of aluminum?,1486,B
1487,The cell cycle describes the processes that take place as a cell,1487,D
1488,All the ponds in an area dried up during a drought. The population of which of the following animals that live in the area is most affected by the drought?,1488,A
1489,"Isabel goes jogging for two miles on a sunny afternoon. At the end of her run, she is warmer. As Isabel jogs, which function does the skin perform to help stabilize her body temperature?",1489,D
1490,"During winter, the white fur of an arctic fox blends in with the snow. This adaptation is called",1490,C
1491,Cells in the body use oxygen (O2) for cellular respiration. Which is the result of cellular respiration?,1491,B
1492,Which inventor had the greatest impact on the development of artificial light?,1492,C
1493,People are developing electric cars that would replace gasoline-burning cars. One major advantage of the electric car is that it,1493,B
1494,Which behavior is an example of an animal adapting to a change in the environment?,1494,D
1495,Which best explains how the Appalachian Mountains formed?,1495,C
1496,Natural selection cannot occur without,1496,D
1497,Which function is performed at similarly structured sites in prokaryotic and eukaryotic cells?,1497,C
1498,A disorder is associated with certain flaws in the human respiratory system. Which is most likely a typical symptom of this disorder?,1498,D
1499,In which environment would a white rabbit be best protected from predators?,1499,D
1500,The surface of a heated metal object measures 120°C. It is dropped into a bucket filled with water measuring 10°C. Which of the following is most likely to occur?,1500,C
1501,Which is a process that most likely formed the Appalachian Mountains found in the eastern part of North America?,1501,B
1502,Arctic areas are covered with snow and ice for much of the year. Which color rabbits would be safest from foxes there?,1502,B
1503,Which scientist is credited with using a telescope in the seventeenth century to discover the moons of Jupiter?,1503,A
1504,Electron transport in mitochondria results in a chemiosmotic gradient of which particle across the mitochondrial membrane?,1504,C
1505,The gravitational force between two objects depends on the distance between the objects and each object's,1505,D
1506,Which object would best help a student determine if a block of an unknown material is magnetic?,1506,B
1507,"When a transverse wave passes from right to left through a medium, what happens to the particles of the medium?",1507,B
1508,A student is using hydrochloric acid in an investigation. Which piece of safety equipment is most important during this investigation?,1508,A
1509,What is an example of a shelter in an ecosystem?,1509,B
1510,Which process drives most of the ATP synthesis in a chloroplast?,1510,D
1511,Which of the following identifies the primary function of a radio station tower in a communication system?,1511,D
1512,A wind turbine primarily uses which type of energy?,1512,B
1513,A scientist studies the remains of two extinct animals to learn more about how they lived. She determines that one animal was a carnivore and the other was an herbivore. Which of the following did the scientist most likely compare to make this conclusion?,1513,D
1514,Gold atoms can be identified based on the number of which subatomic particles?,1514,A
1515,There are MORE hours of sunlight in the Northern Hemisphere during which season?,1515,A
1516,"Which of these structures form when materials are deposited, buried, and cemented?",1516,A
1517,Which trait does a puppy inherit from its parents?,1517,C
1518,Blood absorbs oxygen in the,1518,D
1519,Which of the following describes a reason why companies irradiate some fruits and vegetables before they are sold to the public?,1519,C
1520,Western coral snakes have a striped color pattern and are poisonous. Arizona mountain king snakes look like western coral snakes but are not poisonous. The color pattern of the Arizona mountain king snake is an example of,1520,D
1521,"In a lab investigation, a student notes that two metal blocks have the same mass. Based on this observation, if the two blocks were put on opposite sides of a balance, they would best represent",1521,C
1522,What do producers need to make food?,1522,A
1523,What determines if twins are identical?,1523,D
1524,Copernicus changed the way people viewed the solar system by,1524,C
1525,Which technological advancement has done the most to improve the accuracy of weather predictions?,1525,A
1526,A family installs a new heating system in their home. Which is the most desirable result of the new heating system?,1526,D
1527,"Sugar is composed of carbon, hydrogen, and oxygen. Sugar is an example of which of the following?",1527,B
1528,"A strawberry farmer finds that, after a hard freeze, some of his strawberries are still alive. Which best explains why these strawberries were able to survive?",1528,D
1529,Which serve as evidence for a scientific theory?,1529,A
1530,"As the population of small fish in a lake decreases, the population of large fish that depend on the small fish for food will",1530,D
1531,A solar cell turns sunlight into another form of energy. A solar cell is most like what natural structure?,1531,D
1532,Jonny climbed an apple tree. How are Jonny and the apple tree similar to each other?,1532,D
1533,What is taken in by the leaves of a tree so it can make its own food?,1533,B
